Year,FIPS,spatmax_prev,spatmean_prev
2011,6011,55.67153792623522,30.194041743721257
2011,6013,21.11184933590815,15.357108636483732
2011,6015,35.6551257957407,25.969117644524925
2011,6017,28.878212701163008,19.878203965322417
2011,6019,13.256885294799986,9.997115103492229
2011,6021,55.67153792623522,38.64596403790275
2011,6023,28.95322939866369,25.29160997488654
2011,6025,11.856636146328336,11.750667168551479
2011,6027,47.785919082510354,18.014724932073978
2011,6029,14.834759324573406,9.50903414466249
2011,6031,16.673991312850525,11.78522648981142
2011,6033,21.62999055110939,14.676761032907557
2011,6035,27.648781478701977,26.045355270077817
2011,6037,16.673991312850525,11.32902107629555
2011,6039,32.51151449471688,18.342064681368388
2011,6041,21.11184933590815,14.9276572191686
2011,6043,32.51151449471688,18.65000038576714
2011,6045,55.67153792623522,36.15991592127373
2011,6047,17.494309489885374,12.348401476992102
2011,6049,34.38888092849978,26.702111024925102
2011,6051,32.51151449471688,22.308112619535002
2011,6053,17.912814141213957,13.26909104614824
2011,6055,55.67153792623522,23.2183098887096
2011,6057,24.441929061453656,16.095465150646927
2011,6059,11.856636146328336,9.303947575623495
2011,6061,27.66134008553737,20.334812762798812
2011,6063,38.63636363636363,33.55800868118846
2011,6065,11.856636146328336,8.642083149654232
2011,6067,28.878212701163008,15.889272325926978
2011,6069,17.912814141213957,11.650508073679944
2011,6071,33.96840937927728,16.633721741373815
2011,6073,11.645744667733204,9.257784658074526
2011,6075,13.866383528321098,9.78181757971109
2011,6077,28.878212701163008,17.588467348391806
2011,6079,16.673991312850525,11.877244121592474
2011,6081,21.11184933590815,13.807460142986573
2011,6083,16.673991312850525,14.389628939365913
2011,6085,17.912814141213957,12.627985538845158
2011,6087,10.3600228402364,8.493468406664837
2011,6089,34.38888092849978,31.671055163581734
2011,6091,34.38888092849978,24.33533851014459
2011,6093,35.6551257957407,21.790374283915302
2011,6095,17.153084041845258,12.505512322442359
2011,6097,55.67153792623522,20.844879994060367
2011,6099,32.51151449471688,17.534363936479345
2011,6101,38.63636363636363,17.26948094746325
2011,6103,38.63636363636363,29.305045222058336
2011,6105,35.6551257957407,28.47178180605394
2011,6107,16.673991312850525,12.334260677218706
2011,6109,26.328491816227128,19.026562200304163
2011,6111,16.673991312850525,11.708957518561357
2011,6113,55.67153792623522,22.986352212400757
2011,6115,38.63636363636363,19.89013468751757
2011,8001,21.161094245182102,14.308712953159217
2011,8003,,
2011,8005,21.161094245182102,13.706747228901664
2011,8007,47.20966058738757,30.910050065463338
2011,8009,,
2011,8011,,
2011,8013,13.349798084303972,11.695988834250258
2011,8014,14.945550641639665,11.122947472368333
2011,8015,,
2011,8017,,
2011,8019,10.66331427032063,10.66331427032063
2011,8021,47.20966058738757,47.20966058738757
2011,8023,,
2011,8025,14.459679498060517,13.577638027250238
2011,8027,14.459679498060517,14.459679498060517
2011,8029,14.994240848401413,14.994240848401413
2011,8031,14.945550641639665,13.314818020322752
2011,8033,,
2011,8035,14.33558914900796,12.564833325256183
2011,8037,,
2011,8039,14.33558914900796,11.69607182130406
2011,8041,14.459679498060517,11.258354628262389
2011,8043,14.459679498060517,13.577638027250238
2011,8045,14.994240848401413,14.994240848401413
2011,8047,10.66331427032063,9.235692549853745
2011,8049,13.349798084303972,10.578934456845417
2011,8051,14.994240848401413,14.994240848401413
2011,8053,,
2011,8055,14.459679498060517,14.459679498060517
2011,8057,13.349798084303972,13.349798084303972
2011,8059,21.161094245182102,13.261466924736169
2011,8061,,
2011,8063,,
2011,8065,,
2011,8067,14.61043954353911,14.61043954353911
2011,8069,15.2608515555168,11.381258844343279
2011,8071,14.459679498060517,14.459679498060517
2011,8073,14.459679498060517,13.830288401169478
2011,8075,11.074854148126176,11.074854148126176
2011,8077,,
2011,8079,,
2011,8081,,
2011,8083,14.61043954353911,14.61043954353911
2011,8085,14.994240848401413,14.994240848401413
2011,8087,14.945550641639665,13.01020239488292
2011,8089,14.459679498060517,14.459679498060517
2011,8091,,
2011,8093,10.66331427032063,10.66331427032063
2011,8095,,
2011,8097,14.994240848401413,14.994240848401413
2011,8099,,
2011,8101,12.69559655643996,12.69559655643996
2011,8103,,
2011,8105,,
2011,8107,,
2011,8109,,
2011,8111,,
2011,8113,,
2011,8115,,
2011,8117,,
2011,8119,12.69559655643996,10.47198019507495
2011,8121,14.945550641639665,14.640569895323813
2011,8123,15.2608515555168,12.841067777711825
2011,8125,,
2011,9001,18.4881406981122,11.48628315594712
2011,9003,15.6932808614404,12.861503980903581
2011,9005,18.4881406981122,11.461472170922356
2011,9007,13.44963401922602,11.779477986332312
2011,9009,15.6932808614404,11.22501959242831
2011,9011,15.6932808614404,13.93716393541807
2011,9013,15.19910831897862,12.194974463087714
2011,9015,17.7127565357678,13.994399291673076
2011,10001,17.246189353014277,13.073083674799946
2011,10003,27.693159789531983,18.904366259296275
2011,10005,16.634834575811716,13.381580232412759
2011,11001,5.906742952444928,4.2375279591795785
2011,12001,30.928944112742727,25.588058295400593
2011,12003,26.65442537501296,19.83516924557118
2011,12005,,
2011,12007,30.928944112742727,18.219615181155945
2011,12009,22.44269530705045,15.750464896941356
2011,12011,18.02847286714833,11.983363226644704
2011,12013,15.990334731007035,15.990334731007035
2011,12015,21.87387995193017,17.388280605388214
2011,12017,32.99031126648069,25.91972498677579
2011,12019,30.928944112742727,19.915212582207293
2011,12021,24.62717197975099,15.16799117768188
2011,12023,10.107707733609342,10.107707733609342
2011,12027,24.161098772430325,16.51767091173678
2011,12029,26.960123526384155,26.960123526384155
2011,12031,21.82393540115121,15.67423340771378
2011,12033,26.09671442365406,18.51867131707183
2011,12035,30.928944112742727,21.649403514889183
2011,12037,,
2011,12039,4.718915956106822,4.718915956106822
2011,12041,26.960123526384155,21.24075221166882
2011,12043,18.02847286714833,14.046224847635893
2011,12045,15.990334731007035,15.990334731007035
2011,12047,26.65442537501296,26.65442537501296
2011,12049,24.161098772430325,18.6236691518417
2011,12051,18.02847286714833,14.342562685414842
2011,12053,38.08933563160511,31.081259053164136
2011,12055,15.778240975261378,10.901042829156536
2011,12057,38.08933563160511,27.253676915376342
2011,12059,,
2011,12061,25.21274402991667,18.233633585118156
2011,12063,15.990334731007035,14.396144253053125
2011,12065,4.718915956106822,4.718915956106822
2011,12067,,
2011,12069,22.44269530705045,16.066751766722458
2011,12071,13.996018910176662,10.435982176337504
2011,12073,,
2011,12075,24.07318247472316,17.329876791931678
2011,12077,4.718915956106822,4.718915956106822
2011,12079,,
2011,12081,21.87387995193017,19.68256610225946
2011,12083,30.928944112742727,21.273611267193093
2011,12085,19.43921465572791,18.73384376143812
2011,12086,24.62717197975099,17.870394444716286
2011,12087,13.996018910176662,8.960808406392891
2011,12089,17.24012250900478,17.24012250900478
2011,12091,26.09671442365406,20.645535025425318
2011,12093,19.43921465572791,15.347024162761434
2011,12095,25.21274402991667,17.23461736419714
2011,12097,25.21274402991667,16.124063114544292
2011,12099,15.035744064298308,15.01186825425976
2011,12101,32.99031126648069,25.287540475884363
2011,12103,38.08933563160511,29.742456505595968
2011,12105,38.08933563160511,19.072793215474842
2011,12107,22.44269530705045,14.857098810904043
2011,12109,30.928944112742727,18.843986288543775
2011,12111,15.938795027095953,15.487269545697131
2011,12113,26.09671442365406,16.00942907763383
2011,12115,24.161098772430325,15.518522107464335
2011,12117,25.21274402991667,18.57756962796765
2011,12119,38.08933563160511,23.644804160696932
2011,12121,26.65442537501296,26.65442537501296
2011,12123,,
2011,12125,26.65442537501296,18.38106655431115
2011,12127,30.928944112742727,18.71228852499042
2011,12129,4.718915956106822,4.718915956106822
2011,12131,15.990334731007035,13.248952856207083
2011,12133,15.990334731007035,15.990334731007035
2011,13001,,
2011,13003,,
2011,13005,,
2011,13007,,
2011,13009,,
2011,13011,23.233660927952418,18.81002416473718
2011,13013,19.83962966024634,13.444590714204171
2011,13015,26.522001205545507,18.753328958796242
2011,13017,,
2011,13019,,
2011,13021,11.43674052894925,11.43674052894925
2011,13023,11.43674052894925,11.43674052894925
2011,13025,,
2011,13027,,
2011,13029,9.806583989620108,9.806583989620108
2011,13031,,
2011,13033,19.44661903076056,18.155592040567818
2011,13035,13.730740184972689,13.730740184972689
2011,13037,,
2011,13039,21.82393540115121,21.82393540115121
2011,13043,,
2011,13045,48.64489228630994,24.128673233229552
2011,13047,14.54418523474315,12.764888467372858
2011,13049,21.82393540115121,21.82393540115121
2011,13051,,
2011,13053,14.219132632909394,14.219132632909394
2011,13055,21.803004661690043,18.173594948216596
2011,13057,21.96551414279581,12.937667301805988
2011,13059,19.83962966024634,19.290264755880376
2011,13061,,
2011,13063,13.730740184972689,10.631516560914237
2011,13065,26.65442537501296,26.65442537501296
2011,13067,24.59177650993508,16.393047114338135
2011,13069,,
2011,13071,,
2011,13073,19.44661903076056,19.44661903076056
2011,13075,,
2011,13077,17.1903697739014,14.569672737558086
2011,13079,11.43674052894925,10.218617778087873
2011,13081,,
2011,13083,14.54418523474315,12.324654117447363
2011,13085,46.44877966387974,20.26293002021712
2011,13087,,
2011,13089,13.730740184972689,10.209887015481636
2011,13091,,
2011,13093,11.43674052894925,11.43674052894925
2011,13095,,
2011,13097,24.59177650993508,15.612765904893813
2011,13099,12.801953775099214,12.801953775099214
2011,13101,26.65442537501296,26.65442537501296
2011,13103,9.806583989620108,9.806583989620108
2011,13105,19.772773425392515,19.772773425392515
2011,13107,,
2011,13109,,
2011,13111,47.369188164990526,36.301935356342035
2011,13113,11.948975701214776,9.829181325382274
2011,13115,26.522001205545507,21.010566861028156
2011,13117,13.35678190601278,11.221530903925862
2011,13119,25.58130141504988,25.58130141504988
2011,13121,17.1903697739014,9.982523040894261
2011,13123,46.44877966387974,35.84173110578664
2011,13125,,
2011,13127,,
2011,13129,25.23468254769355,18.220444089405497
2011,13131,4.718915956106822,4.718915956106822
2011,13133,,
2011,13135,19.83962966024634,13.192694958371598
2011,13137,25.58130141504988,19.469041660531328
2011,13139,23.233660927952418,15.676174678918368
2011,13141,,
2011,13143,26.522001205545507,22.76804916312733
2011,13145,14.219132632909394,14.219132632909394
2011,13147,25.58130141504988,22.677037420221197
2011,13149,17.1903697739014,17.1903697739014
2011,13151,7.7093869495497716,6.96211037305251
2011,13153,9.000495027226497,9.000495027226497
2011,13155,,
2011,13157,18.74089985151441,13.182708994572167
2011,13159,,
2011,13161,,
2011,13163,19.44661903076056,19.44661903076056
2011,13165,,
2011,13167,,
2011,13169,9.000495027226497,9.000495027226497
2011,13171,,
2011,13173,,
2011,13175,,
2011,13177,,
2011,13179,9.806583989620108,9.806583989620108
2011,13181,12.091606007109863,12.091606007109863
2011,13183,,
2011,13185,,
2011,13187,46.44877966387974,29.90278078494626
2011,13189,19.44661903076056,15.769112518935211
2011,13191,,
2011,13193,11.43674052894925,11.43674052894925
2011,13195,19.83962966024634,19.83962966024634
2011,13197,,
2011,13199,,
2011,13201,,
2011,13205,,
2011,13207,9.000495027226497,9.000495027226497
2011,13209,,
2011,13211,13.131506064368256,13.131506064368256
2011,13213,46.44877966387974,27.104729589902302
2011,13215,,
2011,13217,13.730740184972689,13.431123124670473
2011,13219,19.83962966024634,17.237345192043005
2011,13221,,
2011,13223,48.64489228630994,22.39529457975584
2011,13225,11.43674052894925,11.43674052894925
2011,13227,21.96551414279581,17.047717462541197
2011,13229,,
2011,13231,,
2011,13233,48.64489228630994,29.251296900182716
2011,13235,11.43674052894925,11.43674052894925
2011,13237,,
2011,13239,,
2011,13241,25.58130141504988,24.407481171501146
2011,13243,,
2011,13245,16.86456505037508,14.478085528742472
2011,13247,13.730740184972689,10.131881318021374
2011,13249,,
2011,13251,,
2011,13253,12.801953775099214,12.801953775099214
2011,13255,13.730740184972689,10.72006356726123
2011,13257,25.58130141504988,24.407481171501146
2011,13259,,
2011,13261,,
2011,13263,14.219132632909394,14.219132632909394
2011,13265,,
2011,13267,,
2011,13269,,
2011,13271,,
2011,13273,,
2011,13275,4.718915956106822,4.718915956106822
2011,13277,,
2011,13279,,
2011,13281,23.233660927952418,23.233660927952418
2011,13283,,
2011,13285,,
2011,13287,,
2011,13289,11.43674052894925,10.218617778087873
2011,13291,47.369188164990526,46.90898391443513
2011,13293,,
2011,13295,21.803004661690043,16.47110243243918
2011,13297,18.74089985151441,13.09567253885186
2011,13299,,
2011,13301,,
2011,13303,,
2011,13305,,
2011,13307,,
2011,13309,,
2011,13311,23.233660927952418,18.2952214169826
2011,13313,25.23468254769355,18.28699352437657
2011,13315,,
2011,13317,,
2011,13319,,
2011,13321,,
2011,15005,12.917059560561633,12.917059560561633
2011,15009,,
2011,16001,10.58632352863336,10.58632352863336
2011,16003,,
2011,16005,,
2011,16007,,
2011,16009,16.764957419130305,13.075822825555736
2011,16011,18.22821728034998,16.960654349321647
2011,16013,,
2011,16015,11.97864233558039,11.97864233558039
2011,16017,16.764957419130305,13.075822825555736
2011,16019,,
2011,16021,,
2011,16023,,
2011,16025,,
2011,16027,11.97864233558039,11.97864233558039
2011,16029,18.22821728034998,16.960654349321647
2011,16031,19.422504208209244,19.422504208209244
2011,16033,,
2011,16035,18.298429079863496,18.298429079863496
2011,16037,,
2011,16039,19.422504208209244,15.700573271894818
2011,16041,15.693091418293315,15.693091418293315
2011,16043,,
2011,16045,11.97864233558039,11.282482932106875
2011,16047,19.422504208209244,19.422504208209244
2011,16049,18.298429079863496,18.298429079863496
2011,16051,18.22821728034998,18.22821728034998
2011,16053,19.422504208209244,19.422504208209244
2011,16055,16.764957419130305,16.764957419130305
2011,16057,,
2011,16059,,
2011,16061,,
2011,16063,,
2011,16065,18.22821728034998,18.22821728034998
2011,16067,,
2011,16069,,
2011,16071,15.693091418293315,15.693091418293315
2011,16073,19.422504208209244,13.99582335747433
2011,16075,10.58632352863336,10.58632352863336
2011,16077,15.693091418293315,15.693091418293315
2011,16079,9.38668823198117,9.38668823198117
2011,16081,18.22821728034998,18.22821728034998
2011,16083,,
2011,16085,,
2011,16087,,
2011,17001,,
2011,17003,17.178951819647434,17.178951819647434
2011,17005,23.395548161407003,23.395548161407003
2011,17007,19.64330468120271,15.804668189984337
2011,17009,,
2011,17011,25.455566869140828,25.455566869140828
2011,17013,19.02370353460412,16.58565511556898
2011,17015,20.959527153067427,20.959527153067427
2011,17017,6.077026308459727,6.077026308459727
2011,17019,14.701378254211331,13.247889136541186
2011,17021,6.077026308459727,6.077026308459727
2011,17023,16.690156516578888,16.690156516578888
2011,17025,35.49965768187236,35.49965768187236
2011,17027,35.49965768187236,23.08780858934524
2011,17029,,
2011,17031,20.07995472882934,10.887591653326236
2011,17033,,
2011,17035,,
2011,17037,25.455566869140828,16.06606648047341
2011,17039,11.79440001887104,11.79440001887104
2011,17041,14.701378254211331,10.831873326507896
2011,17043,9.39423544302579,8.251688320788139
2011,17045,16.690156516578888,12.784634389864893
2011,17047,,
2011,17049,,
2011,17051,35.49965768187236,35.49965768187236
2011,17053,14.701378254211331,11.008896688774007
2011,17055,24.112000241120004,24.112000241120004
2011,17057,11.260415884693344,10.800304106135318
2011,17059,,
2011,17061,,
2011,17063,25.455566869140828,15.061162696850602
2011,17065,25.277419680998964,25.277419680998964
2011,17067,,
2011,17069,,
2011,17071,,
2011,17073,6.777547341168178,6.777547341168178
2011,17075,14.701378254211331,12.639409168710262
2011,17077,25.277419680998964,24.694709961059484
2011,17079,,
2011,17081,35.49965768187236,30.388538681435662
2011,17083,23.395548161407003,18.77157742897042
2011,17085,20.959527153067427,20.959527153067427
2011,17087,24.112000241120004,24.112000241120004
2011,17089,12.955045990413266,10.176267800121083
2011,17091,9.150481138201783,6.389738406824302
2011,17093,25.455566869140828,12.248979588850911
2011,17095,11.260415884693344,11.260415884693344
2011,17097,23.60408088331716,15.491549881058814
2011,17099,,
2011,17101,,
2011,17103,25.455566869140828,25.455566869140828
2011,17105,25.455566869140828,15.942468990407022
2011,17107,11.79440001887104,9.403872884969353
2011,17109,,
2011,17111,22.83297080984942,13.518696479380292
2011,17113,10.340192327577292,8.651280363190876
2011,17115,6.077026308459727,6.077026308459727
2011,17117,23.395548161407003,14.736287234933364
2011,17119,23.802514297168127,15.858538014227282
2011,17121,,
2011,17123,25.455566869140828,18.357991376917084
2011,17125,10.340192327577292,10.340192327577292
2011,17127,19.827651948448104,19.827651948448104
2011,17129,6.077026308459727,6.077026308459727
2011,17131,6.777547341168178,6.777547341168178
2011,17133,26.05916802677237,17.18106636332651
2011,17135,23.395548161407003,14.736287234933364
2011,17137,6.077026308459727,6.077026308459727
2011,17139,,
2011,17141,20.959527153067427,20.301415917135067
2011,17143,10.340192327577292,10.340192327577292
2011,17145,25.277419680998964,25.277419680998964
2011,17147,11.79440001887104,9.378384208837751
2011,17149,,
2011,17151,24.112000241120004,24.112000241120004
2011,17153,19.827651948448104,19.827651948448104
2011,17155,25.455566869140828,25.455566869140828
2011,17157,10.368219924756346,10.368219924756346
2011,17159,,
2011,17161,10.289062121725658,10.289062121725658
2011,17163,23.802514297168127,20.771291199008648
2011,17165,25.277419680998964,24.694709961059484
2011,17167,,
2011,17169,,
2011,17171,,
2011,17173,,
2011,17175,11.260415884693344,11.260415884693344
2011,17177,19.64330468120271,19.64330468120271
2011,17179,11.79440001887104,11.527407951782191
2011,17181,24.112000241120004,20.64547603038372
2011,17183,6.962368398804462,6.962368398804462
2011,17185,,
2011,17187,,
2011,17189,35.49965768187236,22.93393880331435
2011,17191,35.49965768187236,35.49965768187236
2011,17193,,
2011,17195,6.777547341168178,6.777547341168178
2011,17197,10.577440083209195,7.9450482921515
2011,17199,25.277419680998964,25.277419680998964
2011,17201,20.959527153067427,17.964279983217384
2011,17203,25.455566869140828,14.712643775070626
2011,18001,12.382890222863882,12.382890222863882
2011,18003,,
2011,18005,23.598263167830847,19.3177132213909
2011,18007,14.701378254211331,10.823313273418897
2011,18009,19.98258660310301,15.515169192807633
2011,18011,16.714763120812314,12.057930002255901
2011,18013,23.598263167830847,19.902328327205566
2011,18015,32.627610208816705,19.786429250721582
2011,18017,32.627610208816705,32.627610208816705
2011,18019,18.772292096865023,17.009989653039742
2011,18021,30.152268958239105,23.421212737408997
2011,18023,32.627610208816705,16.468817414302354
2011,18025,,
2011,18027,30.152268958239105,30.152268958239105
2011,18029,26.091860181296347,20.666367399064907
2011,18031,19.53277599812485,19.53277599812485
2011,18033,12.382890222863882,12.382890222863882
2011,18035,31.90616548664499,27.405021065754962
2011,18037,,
2011,18039,10.864230831188586,10.864230831188586
2011,18041,30.326311107516883,25.320301105654202
2011,18043,18.143551781696782,16.695619495455624
2011,18045,6.945248292626461,6.945248292626461
2011,18047,21.97933942094431,19.29552714561423
2011,18049,30.40622719532961,30.40622719532961
2011,18051,28.380160598320565,28.380160598320565
2011,18053,32.627610208816705,26.49693866832589
2011,18055,18.119355820661863,18.119355820661863
2011,18057,31.90616548664499,20.968744913855918
2011,18059,31.90616548664499,22.19520836410952
2011,18061,18.772292096865023,16.709052790178873
2011,18063,23.224083374459315,19.969423247635817
2011,18065,31.90616548664499,19.388378626764805
2011,18067,19.98258660310301,19.98258660310301
2011,18069,30.40622719532961,20.923901340432167
2011,18071,19.53277599812485,18.826065909393357
2011,18073,20.07995472882934,11.790531651261361
2011,18075,11.04775178251226,11.04775178251226
2011,18077,18.143551781696782,18.143551781696782
2011,18079,23.598263167830847,21.56551958297785
2011,18081,23.224083374459315,19.823874164465494
2011,18083,30.152268958239105,30.152268958239105
2011,18085,30.40622719532961,18.746358906661104
2011,18087,7.0864906179926,7.0864906179926
2011,18089,20.07995472882934,12.300527848316527
2011,18091,20.07995472882934,14.778644139246728
2011,18093,30.152268958239105,23.95662931557727
2011,18095,30.326311107516883,17.0951098737413
2011,18097,23.224083374459315,14.401115933895221
2011,18099,10.864230831188586,8.975360724590592
2011,18101,30.152268958239105,30.152268958239105
2011,18103,32.627610208816705,27.672141335749775
2011,18105,30.152268958239105,25.65820516684309
2011,18107,9.6254331444915,8.285340718558981
2011,18109,18.119355820661863,14.874178840229156
2011,18111,10.577440083209195,7.1032178793280085
2011,18113,12.382890222863882,9.73469042042824
2011,18115,26.091860181296347,24.035599801120327
2011,18117,,
2011,18119,30.152268958239105,23.83190271778676
2011,18121,16.690156516578888,16.690156516578888
2011,18123,,
2011,18125,,
2011,18127,13.391746857722254,9.519405631425698
2011,18129,28.380160598320565,28.380160598320565
2011,18131,,
2011,18133,23.224083374459315,16.424758259475407
2011,18135,30.326311107516883,20.562784664606884
2011,18137,21.97933942094431,21.97933942094431
2011,18139,30.326311107516883,22.305808620813668
2011,18141,13.391746857722254,10.713627341740926
2011,18143,23.598263167830847,20.870907474763815
2011,18145,19.53277599812485,16.392502131999642
2011,18147,16.553550736633007,16.553550736633007
2011,18149,20.07995472882934,14.202276703175285
2011,18151,,
2011,18153,30.152268958239105,23.421212737408997
2011,18155,26.091860181296347,26.091860181296347
2011,18157,,
2011,18159,32.627610208816705,23.58748901000715
2011,18161,20.31429110379152,20.072121239832086
2011,18163,,
2011,18165,16.690156516578888,15.69576738539511
2011,18167,,
2011,18169,19.98258660310301,19.98258660310301
2011,18171,14.701378254211331,10.823313273418897
2011,18173,28.380160598320565,22.466855667476786
2011,18175,23.598263167830847,20.17136901546422
2011,18177,30.326311107516883,30.326311107516883
2011,18179,19.98258660310301,16.182738412983447
2011,18181,6.945248292626461,6.945248292626461
2011,18183,30.40622719532961,21.394558709096746
2011,19001,,
2011,19003,,
2011,19005,,
2011,19007,,
