,Year,fipscounty,spatmax,spatmean
172,2010,05123,,
173,2010,05125,29.15937682246105,21.7645724602654
174,2010,05127,11.133732026975444,11.133732026975444
175,2010,05129,16.193283026200735,16.193283026200735
176,2010,05131,30.66688683918756,25.826114692274093
177,2010,05133,,
178,2010,05135,,
179,2010,05137,,
180,2010,05139,,
181,2010,05141,16.193283026200735,15.161470146850819
182,2010,05143,20.985342545360627,17.495504031480163
183,2010,05145,23.40686991632044,18.76826359191067
184,2010,05147,,
185,2010,05149,29.15937682246105,22.676329924330894
186,2010,06001,21.11184933590815,13.569270691009388
187,2010,06003,32.51151449471688,27.825770980681654
188,2010,06005,26.328491816227128,21.03143935154542
189,2010,06007,18.99996833338611,18.99996833338611
190,2010,06009,32.51151449471688,24.426936158801706
191,2010,06011,55.67153792623522,30.194041743721257
192,2010,06013,21.11184933590815,15.357108636483732
193,2010,06015,35.6551257957407,25.969117644524925
194,2010,06017,28.878212701163008,19.878203965322417
195,2010,06019,13.256885294799986,9.997115103492229
196,2010,06021,55.67153792623522,38.64596403790275
197,2010,06023,28.95322939866369,25.29160997488654
198,2010,06025,11.856636146328336,11.750667168551479
199,2010,06027,47.785919082510354,18.014724932073978
200,2010,06029,14.834759324573406,9.50903414466249
201,2010,06031,16.673991312850525,11.78522648981142
202,2010,06033,21.62999055110939,14.676761032907557
203,2010,06035,27.648781478701977,26.045355270077817
204,2010,06037,16.673991312850525,11.32902107629555
205,2010,06039,32.51151449471688,18.342064681368388
206,2010,06041,21.11184933590815,14.9276572191686
207,2010,06043,32.51151449471688,18.65000038576714
208,2010,06045,55.67153792623522,36.15991592127373
209,2010,06047,17.494309489885374,12.348401476992102
210,2010,06049,34.38888092849978,26.702111024925102
211,2010,06051,32.51151449471688,22.308112619535002
212,2010,06053,17.912814141213957,13.26909104614824
213,2010,06055,55.67153792623522,23.2183098887096
214,2010,06057,24.441929061453656,16.095465150646927
215,2010,06059,11.856636146328336,9.303947575623495
216,2010,06061,27.66134008553737,20.334812762798812
217,2010,06063,38.63636363636363,33.55800868118846
218,2010,06065,11.856636146328336,8.642083149654232
219,2010,06067,28.878212701163008,15.889272325926978
220,2010,06069,17.912814141213957,11.650508073679944
221,2010,06071,33.96840937927728,16.633721741373815
222,2010,06073,11.645744667733204,9.257784658074526
223,2010,06075,13.866383528321098,9.78181757971109
224,2010,06077,28.878212701163008,17.588467348391806
225,2010,06079,16.673991312850525,11.877244121592474
226,2010,06081,21.11184933590815,13.807460142986573
227,2010,06083,16.673991312850525,14.389628939365913
228,2010,06085,17.912814141213957,12.627985538845158
229,2010,06087,10.3600228402364,8.493468406664837
230,2010,06089,34.38888092849978,31.671055163581734
231,2010,06091,34.38888092849978,24.33533851014459
232,2010,06093,35.6551257957407,21.790374283915302
233,2010,06095,17.153084041845258,12.505512322442359
234,2010,06097,55.67153792623522,20.844879994060367
235,2010,06099,32.51151449471688,17.534363936479345
236,2010,06101,38.63636363636363,17.26948094746325
237,2010,06103,38.63636363636363,29.305045222058336
238,2010,06105,35.6551257957407,28.47178180605394
239,2010,06107,16.673991312850525,12.334260677218706
240,2010,06109,26.328491816227128,19.026562200304163
241,2010,06111,16.673991312850525,11.708957518561357
242,2010,06113,55.67153792623522,22.986352212400757
243,2010,06115,38.63636363636363,19.89013468751757
244,2010,08001,21.161094245182102,14.308712953159217
245,2010,08003,,
246,2010,08005,21.161094245182102,13.706747228901664
247,2010,08007,47.20966058738757,30.910050065463338
248,2010,08009,,
249,2010,08011,,
250,2010,08013,13.349798084303972,11.695988834250258
251,2010,08014,14.945550641639665,11.122947472368333
252,2010,08015,,
253,2010,08017,,
254,2010,08019,10.66331427032063,10.66331427032063
255,2010,08021,47.20966058738757,47.20966058738757
256,2010,08023,,
257,2010,08025,14.459679498060517,13.577638027250238
258,2010,08027,14.459679498060517,14.459679498060517
259,2010,08029,14.994240848401413,14.994240848401413
260,2010,08031,14.945550641639665,13.314818020322752
261,2010,08033,,
262,2010,08035,14.33558914900796,12.564833325256183
263,2010,08037,,
264,2010,08039,14.33558914900796,11.69607182130406
265,2010,08041,14.459679498060517,11.258354628262389
266,2010,08043,14.459679498060517,13.577638027250238
267,2010,08045,14.994240848401413,14.994240848401413
268,2010,08047,10.66331427032063,9.235692549853745
269,2010,08049,13.349798084303972,10.578934456845417
270,2010,08051,14.994240848401413,14.994240848401413
271,2010,08053,,
272,2010,08055,14.459679498060517,14.459679498060517
273,2010,08057,13.349798084303972,13.349798084303972
274,2010,08059,21.161094245182102,13.261466924736169
275,2010,08061,,
276,2010,08063,,
277,2010,08065,,
278,2010,08067,14.61043954353911,14.61043954353911
279,2010,08069,15.2608515555168,11.381258844343279
280,2010,08071,14.459679498060517,14.459679498060517
281,2010,08073,14.459679498060517,13.830288401169478
282,2010,08075,11.074854148126176,11.074854148126176
283,2010,08077,,
284,2010,08079,,
285,2010,08081,,
286,2010,08083,14.61043954353911,14.61043954353911
287,2010,08085,14.994240848401413,14.994240848401413
288,2010,08087,14.945550641639665,13.01020239488292
289,2010,08089,14.459679498060517,14.459679498060517
290,2010,08091,,
291,2010,08093,10.66331427032063,10.66331427032063
292,2010,08095,,
293,2010,08097,14.994240848401413,14.994240848401413
294,2010,08099,,
295,2010,08101,12.69559655643996,12.69559655643996
296,2010,08103,,
297,2010,08105,,
298,2010,08107,,
299,2010,08109,,
300,2010,08111,,
301,2010,08113,,
302,2010,08115,,
303,2010,08117,,
304,2010,08119,12.69559655643996,10.47198019507495
305,2010,08121,14.945550641639665,14.640569895323813
306,2010,08123,15.2608515555168,12.841067777711825
307,2010,08125,,
308,2010,09001,18.488140698112197,11.48628315594712
309,2010,09003,15.6932808614404,12.861503980903581
310,2010,09005,18.488140698112197,11.461472170922354
311,2010,09007,13.44963401922602,11.779477986332312
312,2010,09009,15.6932808614404,11.22501959242831
313,2010,09011,15.6932808614404,13.93716393541807
314,2010,09013,15.19910831897862,12.194974463087714
315,2010,09015,17.7127565357678,13.994399291673076
316,2010,10001,17.246189353014277,13.073083674799946
317,2010,10003,27.693159789531983,18.904366259296275
318,2010,10005,16.634834575811716,13.381580232412759
319,2010,11001,5.906742952444928,4.2375279591795785
320,2010,12001,30.928944112742727,25.588058295400593
321,2010,12003,26.65442537501296,19.83516924557118
322,2010,12005,,
323,2010,12007,30.928944112742727,18.219615181155945
324,2010,12009,22.44269530705045,15.750464896941356
325,2010,12011,18.02847286714833,11.983363226644704
326,2010,12013,15.990334731007035,15.990334731007035
327,2010,12015,21.87387995193017,17.388280605388214
328,2010,12017,32.99031126648069,25.91972498677579
329,2010,12019,30.928944112742727,19.915212582207293
330,2010,12021,24.62717197975099,15.16799117768188
331,2010,12023,10.107707733609342,10.107707733609342
332,2010,12027,24.161098772430325,16.51767091173678
333,2010,12029,26.960123526384155,26.960123526384155
334,2010,12031,21.82393540115121,15.67423340771378
335,2010,12033,26.09671442365406,18.51867131707183
336,2010,12035,30.928944112742727,21.649403514889183
337,2010,12037,,
338,2010,12039,4.718915956106822,4.718915956106822
339,2010,12041,26.960123526384155,21.24075221166882
340,2010,12043,18.02847286714833,14.046224847635893
341,2010,12045,15.990334731007035,15.990334731007035
342,2010,12047,26.65442537501296,26.65442537501296
343,2010,12049,24.161098772430325,18.6236691518417
344,2010,12051,18.02847286714833,14.342562685414842
345,2010,12053,38.08933563160511,31.081259053164136
346,2010,12055,15.778240975261378,10.901042829156536
347,2010,12057,38.08933563160511,27.253676915376342
348,2010,12059,,
349,2010,12061,25.21274402991667,18.233633585118156
350,2010,12063,15.990334731007035,14.396144253053125
351,2010,12065,4.718915956106822,4.718915956106822
352,2010,12067,,
353,2010,12069,22.44269530705045,16.066751766722458
354,2010,12071,13.996018910176662,10.435982176337504
355,2010,12073,,
356,2010,12075,24.07318247472316,17.329876791931678
357,2010,12077,4.718915956106822,4.718915956106822
358,2010,12079,,
359,2010,12081,21.87387995193017,19.68256610225946
360,2010,12083,30.928944112742727,21.273611267193093
361,2010,12085,19.43921465572791,18.73384376143812
362,2010,12086,24.62717197975099,17.870394444716286
363,2010,12087,13.996018910176662,8.960808406392891
364,2010,12089,17.24012250900478,17.24012250900478
365,2010,12091,26.09671442365406,20.645535025425318
366,2010,12093,19.43921465572791,15.347024162761434
367,2010,12095,25.21274402991667,17.23461736419714
368,2010,12097,25.21274402991667,16.124063114544292
369,2010,12099,15.035744064298308,15.01186825425976
370,2010,12101,32.99031126648069,25.287540475884363
371,2010,12103,38.08933563160511,29.742456505595968
372,2010,12105,38.08933563160511,19.072793215474842
373,2010,12107,22.44269530705045,14.857098810904043
374,2010,12109,30.928944112742727,18.843986288543775
375,2010,12111,15.938795027095953,15.487269545697131
376,2010,12113,26.09671442365406,16.00942907763383
377,2010,12115,24.161098772430325,15.518522107464335
378,2010,12117,25.21274402991667,18.57756962796765
379,2010,12119,38.08933563160511,23.644804160696932
380,2010,12121,26.65442537501296,26.65442537501296
381,2010,12123,,
382,2010,12125,26.65442537501296,18.38106655431115
383,2010,12127,30.928944112742727,18.71228852499042
384,2010,12129,4.718915956106822,4.718915956106822
385,2010,12131,15.990334731007035,13.248952856207083
386,2010,12133,15.990334731007035,15.990334731007035
387,2010,13001,,
388,2010,13003,,
389,2010,13005,,
390,2010,13007,,
391,2010,13009,,
392,2010,13011,23.233660927952418,18.81002416473718
393,2010,13013,19.83962966024634,13.444590714204171
394,2010,13015,26.522001205545507,18.753328958796242
395,2010,13017,,
396,2010,13019,,
397,2010,13021,11.43674052894925,11.43674052894925
398,2010,13023,11.43674052894925,11.43674052894925
399,2010,13025,,
400,2010,13027,,
401,2010,13029,9.806583989620108,9.806583989620108
402,2010,13031,,
403,2010,13033,19.44661903076056,18.155592040567818
404,2010,13035,13.730740184972689,13.730740184972689
405,2010,13037,,
406,2010,13039,21.82393540115121,21.82393540115121
407,2010,13043,,
408,2010,13045,48.64489228630994,24.128673233229552
409,2010,13047,14.54418523474315,12.764888467372858
410,2010,13049,21.82393540115121,21.82393540115121
411,2010,13051,,
412,2010,13053,14.219132632909394,14.219132632909394
413,2010,13055,21.803004661690043,18.173594948216596
414,2010,13057,21.96551414279581,12.937667301805988
415,2010,13059,19.83962966024634,19.290264755880376
416,2010,13061,,
417,2010,13063,13.730740184972689,10.631516560914237
418,2010,13065,26.65442537501296,26.65442537501296
419,2010,13067,24.59177650993508,16.393047114338135
420,2010,13069,,
421,2010,13071,,
422,2010,13073,19.44661903076056,19.44661903076056
423,2010,13075,,
424,2010,13077,17.1903697739014,14.569672737558086
425,2010,13079,11.43674052894925,10.218617778087873
426,2010,13081,,
427,2010,13083,14.54418523474315,12.324654117447363
428,2010,13085,46.44877966387974,20.26293002021712
429,2010,13087,,
430,2010,13089,13.730740184972689,10.209887015481636
431,2010,13091,,
432,2010,13093,11.43674052894925,11.43674052894925
433,2010,13095,,
434,2010,13097,24.59177650993508,15.612765904893813
435,2010,13099,12.801953775099214,12.801953775099214
436,2010,13101,26.65442537501296,26.65442537501296
437,2010,13103,9.806583989620108,9.806583989620108
438,2010,13105,19.772773425392515,19.772773425392515
439,2010,13107,,
440,2010,13109,,
441,2010,13111,47.369188164990526,36.301935356342035
442,2010,13113,11.948975701214776,9.829181325382274
443,2010,13115,26.522001205545507,21.010566861028156
444,2010,13117,13.35678190601278,11.221530903925862
445,2010,13119,25.58130141504988,25.58130141504988
446,2010,13121,17.1903697739014,9.982523040894261
447,2010,13123,46.44877966387974,35.84173110578664
448,2010,13125,,
449,2010,13127,,
450,2010,13129,25.23468254769355,18.220444089405497
451,2010,13131,4.718915956106822,4.718915956106822
452,2010,13133,,
453,2010,13135,19.83962966024634,13.192694958371598
454,2010,13137,25.58130141504988,19.469041660531328
455,2010,13139,23.233660927952418,15.676174678918368
456,2010,13141,,
457,2010,13143,26.522001205545507,22.76804916312733
458,2010,13145,14.219132632909394,14.219132632909394
459,2010,13147,25.58130141504988,22.677037420221197
460,2010,13149,17.1903697739014,17.1903697739014
461,2010,13151,7.7093869495497716,6.96211037305251
462,2010,13153,9.000495027226497,9.000495027226497
463,2010,13155,,
464,2010,13157,18.74089985151441,13.182708994572167
465,2010,13159,,
466,2010,13161,,
467,2010,13163,19.44661903076056,19.44661903076056
468,2010,13165,,
469,2010,13167,,
470,2010,13169,9.000495027226497,9.000495027226497
471,2010,13171,,
472,2010,13173,,
473,2010,13175,,
474,2010,13177,,
475,2010,13179,9.806583989620108,9.806583989620108
476,2010,13181,12.091606007109863,12.091606007109863
477,2010,13183,,
478,2010,13185,,
479,2010,13187,46.44877966387974,29.90278078494626
480,2010,13189,19.44661903076056,15.769112518935211
481,2010,13191,,
482,2010,13193,11.43674052894925,11.43674052894925
483,2010,13195,19.83962966024634,19.83962966024634
484,2010,13197,,
485,2010,13199,,
486,2010,13201,,
487,2010,13205,,
488,2010,13207,9.000495027226497,9.000495027226497
489,2010,13209,,
490,2010,13211,13.131506064368256,13.131506064368256
491,2010,13213,46.44877966387974,27.104729589902302
492,2010,13215,,
493,2010,13217,13.730740184972689,13.431123124670473
494,2010,13219,19.83962966024634,17.237345192043005
495,2010,13221,,
496,2010,13223,48.64489228630994,22.39529457975584
497,2010,13225,11.43674052894925,11.43674052894925
498,2010,13227,21.96551414279581,17.047717462541197
499,2010,13229,,
500,2010,13231,,
501,2010,13233,48.64489228630994,29.251296900182716
502,2010,13235,11.43674052894925,11.43674052894925
503,2010,13237,,
504,2010,13239,,
505,2010,13241,25.58130141504988,24.407481171501146
506,2010,13243,,
507,2010,13245,16.86456505037508,14.478085528742472
508,2010,13247,13.730740184972689,10.131881318021374
509,2010,13249,,
510,2010,13251,,
511,2010,13253,12.801953775099214,12.801953775099214
512,2010,13255,13.730740184972689,10.72006356726123
513,2010,13257,25.58130141504988,24.407481171501146
514,2010,13259,,
515,2010,13261,,
516,2010,13263,14.219132632909394,14.219132632909394
517,2010,13265,,
518,2010,13267,,
519,2010,13269,,
520,2010,13271,,
521,2010,13273,,
522,2010,13275,4.718915956106822,4.718915956106822
523,2010,13277,,
524,2010,13279,,
525,2010,13281,23.233660927952418,23.233660927952418
526,2010,13283,,
527,2010,13285,,
528,2010,13287,,
529,2010,13289,11.43674052894925,10.218617778087873
530,2010,13291,47.369188164990526,46.90898391443513
531,2010,13293,,
532,2010,13295,21.803004661690043,16.47110243243918
533,2010,13297,18.74089985151441,13.09567253885186
534,2010,13299,,
535,2010,13301,,
536,2010,13303,,
537,2010,13305,,
538,2010,13307,,
539,2010,13309,,
540,2010,13311,23.233660927952418,18.2952214169826
541,2010,13313,25.23468254769355,18.28699352437657
542,2010,13315,,
543,2010,13317,,
544,2010,13319,,
545,2010,13321,,
546,2010,15005,12.917059560561633,12.917059560561633
547,2010,15009,,
548,2010,16001,10.58632352863336,10.58632352863336
549,2010,16003,,
550,2010,16005,,
551,2010,16007,,
552,2010,16009,16.764957419130305,13.075822825555736
553,2010,16011,18.22821728034998,16.960654349321647
554,2010,16013,,
555,2010,16015,11.97864233558039,11.97864233558039
556,2010,16017,16.764957419130305,13.075822825555736
557,2010,16019,,
558,2010,16021,,
559,2010,16023,,
560,2010,16025,,
561,2010,16027,11.97864233558039,11.97864233558039
562,2010,16029,18.22821728034998,16.960654349321647
563,2010,16031,19.422504208209244,19.422504208209244
564,2010,16033,,
565,2010,16035,18.298429079863496,18.298429079863496
566,2010,16037,,
567,2010,16039,19.422504208209244,15.700573271894818
568,2010,16041,15.693091418293315,15.693091418293315
569,2010,16043,,
570,2010,16045,11.97864233558039,11.282482932106875
571,2010,16047,19.422504208209244,19.422504208209244
572,2010,16049,18.298429079863496,18.298429079863496
573,2010,16051,18.22821728034998,18.22821728034998
574,2010,16053,19.422504208209244,19.422504208209244
575,2010,16055,16.764957419130305,16.764957419130305
576,2010,16057,,
577,2010,16059,,
578,2010,16061,,
579,2010,16063,,
580,2010,16065,18.22821728034998,18.22821728034998
581,2010,16067,,
582,2010,16069,,
583,2010,16071,15.693091418293315,15.693091418293315
584,2010,16073,19.422504208209244,13.99582335747433
585,2010,16075,10.58632352863336,10.58632352863336
586,2010,16077,15.693091418293315,15.693091418293315
587,2010,16079,9.38668823198117,9.38668823198117
588,2010,16081,18.22821728034998,18.22821728034998
589,2010,16083,,
590,2010,16085,,
591,2010,16087,,
592,2010,17001,,
593,2010,17003,17.178951819647434,17.178951819647434
594,2010,17005,23.395548161407003,23.395548161407003
595,2010,17007,19.64330468120271,15.804668189984337
596,2010,17009,,
597,2010,17011,25.455566869140828,25.455566869140828
598,2010,17013,19.02370353460412,16.58565511556898
599,2010,17015,20.959527153067427,20.959527153067427
600,2010,17017,6.077026308459727,6.077026308459727
601,2010,17019,14.701378254211331,13.247889136541186
602,2010,17021,6.077026308459727,6.077026308459727
603,2010,17023,16.690156516578888,16.690156516578888
604,2010,17025,35.49965768187236,35.49965768187236
605,2010,17027,35.49965768187236,23.08780858934524
606,2010,17029,,
607,2010,17031,20.07995472882934,10.887591653326236
608,2010,17033,,
609,2010,17035,,
610,2010,17037,25.455566869140828,16.06606648047341
611,2010,17039,11.79440001887104,11.79440001887104
612,2010,17041,14.701378254211331,10.831873326507896
613,2010,17043,9.39423544302579,8.251688320788139
614,2010,17045,16.690156516578888,12.784634389864893
615,2010,17047,,
616,2010,17049,,
617,2010,17051,35.49965768187236,35.49965768187236
618,2010,17053,14.701378254211331,11.008896688774007
619,2010,17055,24.112000241120004,24.112000241120004
620,2010,17057,11.260415884693344,10.800304106135318
621,2010,17059,,
622,2010,17061,,
623,2010,17063,25.455566869140828,15.061162696850602
624,2010,17065,25.277419680998964,25.277419680998964
625,2010,17067,,
626,2010,17069,,
627,2010,17071,,
628,2010,17073,6.777547341168178,6.777547341168178
629,2010,17075,14.701378254211331,12.639409168710262
630,2010,17077,25.277419680998964,24.694709961059484
631,2010,17079,,
632,2010,17081,35.49965768187236,30.388538681435662
633,2010,17083,23.395548161407003,18.77157742897042
634,2010,17085,20.959527153067427,20.959527153067427
635,2010,17087,24.112000241120004,24.112000241120004
636,2010,17089,12.955045990413266,10.176267800121083
637,2010,17091,9.150481138201783,6.389738406824302
638,2010,17093,25.455566869140828,12.248979588850911
639,2010,17095,11.260415884693344,11.260415884693344
640,2010,17097,23.60408088331716,15.491549881058814
641,2010,17099,,
642,2010,17101,,
643,2010,17103,25.455566869140828,25.455566869140828
644,2010,17105,25.455566869140828,15.942468990407022
645,2010,17107,11.79440001887104,9.403872884969353
646,2010,17109,,
647,2010,17111,22.83297080984942,13.518696479380292
648,2010,17113,10.340192327577292,8.651280363190876
649,2010,17115,6.077026308459727,6.077026308459727
650,2010,17117,23.395548161407003,14.736287234933364
651,2010,17119,23.802514297168127,15.858538014227282
652,2010,17121,,
653,2010,17123,25.455566869140828,18.357991376917084
654,2010,17125,10.340192327577292,10.340192327577292
655,2010,17127,19.827651948448104,19.827651948448104
656,2010,17129,6.077026308459727,6.077026308459727
657,2010,17131,6.777547341168178,6.777547341168178
658,2010,17133,26.05916802677237,17.18106636332651
659,2010,17135,23.395548161407003,14.736287234933364
660,2010,17137,6.077026308459727,6.077026308459727
661,2010,17139,,
662,2010,17141,20.959527153067427,20.301415917135067
663,2010,17143,10.340192327577292,10.340192327577292
664,2010,17145,25.277419680998964,25.277419680998964
665,2010,17147,11.79440001887104,9.378384208837751
666,2010,17149,,
667,2010,17151,24.112000241120004,24.112000241120004
668,2010,17153,19.827651948448104,19.827651948448104
669,2010,17155,25.455566869140828,25.455566869140828
670,2010,17157,10.368219924756346,10.368219924756346
671,2010,17159,,
672,2010,17161,10.289062121725658,10.289062121725658
673,2010,17163,23.802514297168127,20.771291199008648
674,2010,17165,25.277419680998964,24.694709961059484
675,2010,17167,,
676,2010,17169,,
677,2010,17171,,
678,2010,17173,,
679,2010,17175,11.260415884693344,11.260415884693344
680,2010,17177,19.64330468120271,19.64330468120271
681,2010,17179,11.79440001887104,11.527407951782191
682,2010,17181,24.112000241120004,20.64547603038372
683,2010,17183,6.962368398804462,6.962368398804462
684,2010,17185,,
685,2010,17187,,
686,2010,17189,35.49965768187236,22.93393880331435
687,2010,17191,35.49965768187236,35.49965768187236
688,2010,17193,,
689,2010,17195,6.777547341168178,6.777547341168178
690,2010,17197,10.577440083209195,7.9450482921515
691,2010,17199,25.277419680998964,25.277419680998964
692,2010,17201,20.959527153067427,17.964279983217384
693,2010,17203,25.455566869140828,14.712643775070626
694,2010,18001,12.382890222863882,12.382890222863882
695,2010,18003,,
696,2010,18005,23.598263167830847,19.3177132213909
697,2010,18007,14.701378254211331,10.823313273418897
698,2010,18009,19.98258660310301,15.515169192807633
699,2010,18011,16.714763120812314,12.057930002255901
700,2010,18013,23.598263167830847,19.902328327205566
701,2010,18015,32.627610208816705,19.786429250721582
702,2010,18017,32.627610208816705,32.627610208816705
703,2010,18019,18.772292096865023,17.009989653039742
704,2010,18021,30.152268958239105,23.421212737408997
705,2010,18023,32.627610208816705,16.468817414302354
706,2010,18025,,
707,2010,18027,30.152268958239105,30.152268958239105
708,2010,18029,26.091860181296347,20.666367399064907
709,2010,18031,19.53277599812485,19.53277599812485
710,2010,18033,12.382890222863882,12.382890222863882
711,2010,18035,31.90616548664499,27.405021065754962
712,2010,18037,,
713,2010,18039,10.864230831188586,10.864230831188586
714,2010,18041,30.326311107516883,25.320301105654202
715,2010,18043,18.143551781696782,16.695619495455624
716,2010,18045,6.945248292626461,6.945248292626461
