log_Overdose_Rate_per_100k,Pct_Age_lt_18,log_Pct_Black,Potential_Years_Lost,Pct_Uninsured,log_PrimCarePhys_per_100k,Pct_Child_in_1ParentHH,Pct_Poverty,log_Spatial_Mean
2.7371517150588387,18.7,1.1314021114911006,5810.8,22.9,4.76473475565943,26.4,15.1,2.4810001143927076
2.2056110089902092,22.3,1.4350845252893227,4527.7,17.4,4.932313327320786,22.6,7.9,2.772516474870041
2.286341546152652,23.8,1.2237754316221157,5620.0,28.1,4.844974178195408,27.6,15.4,2.7412054405973088
2.074245066773018,24.4,1.3609765531356006,4199.1,18.0,5.0106352940962555,22.6,10.7,2.641077054494311
3.05344462230016,21.8,0.8329091229351039,5251.7,22.9,5.046002437933547,27.0,14.9,2.2398037716461774
3.3949490188743443,23.0,0.7419373447293773,8841.1,18.0,4.789157022101107,34.8,19.4,3.3488939516400387
3.2944303556039887,21.0,0.9555114450274363,9809.0,20.0,4.798266815950004,34.8,24.4,3.2076546167499913
2.633796365202885,25.1,2.791165107812717,7179.6,18.0,4.664382045619937,29.5,13.6,2.4231298924006386
2.3266401088923954,22.2,1.0296194171811581,5444.1,19.4,5.0826458300725275,27.8,12.2,2.9866466474046
2.7609069763961043,29.2,1.4586150226995167,7716.0,20.4,4.693181063310805,30.8,23.3,2.9090845730805315
2.691203619278809,27.7,1.2237754316221157,6464.6,24.1,4.877484781308751,30.0,15.8,2.8642835142221093
3.017490349956721,25.0,0.6931471805599453,8395.7,22.2,3.9889840465642745,39.3,19.5,3.371489925463842
2.0239445071665534,32.9,1.1314021114911006,8439.9,21.9,4.235554730773624,32.5,25.6,2.4953745089472243
3.237749241157535,17.3,1.1939224684724346,8288.6,18.0,4.697749367281185,26.1,16.6,3.0727397092664344
2.591143224749419,26.1,1.1631508098056809,5431.5,17.1,4.808111029984782,23.9,11.5,2.441902094538595
2.2923674711336286,23.1,1.410986973710262,5677.9,23.6,5.261653382176445,28.2,21.3,3.0855833934762025
3.025320560101161,28.2,1.5260563034950492,6711.1,20.1,4.365643155423357,28.5,16.1,2.818058343166004
2.640366478860228,25.7,2.4069451083182885,5551.7,19.7,4.755312844417811,30.4,12.0,2.8621618825110553
2.59234265111023,21.2,0.7884573603642703,4488.1,22.6,5.243861180751978,22.6,13.8,2.6859045453562143
3.269252522990934,23.0,2.4159137783010487,8011.0,21.3,5.327390614033744,35.0,18.7,2.7755088419941396
2.2600491395694546,29.4,1.0647107369924282,3459.1,11.8,4.4343818650078095,12.6,4.3,2.6644991910882263
2.743578467009874,26.0,2.1162555148025524,6509.2,19.5,4.298645025734831,27.2,13.2,2.691774004542331
2.972903925341274,28.1,0.7884573603642703,6146.6,27.6,4.6434288981051814,19.8,10.7,3.1106806941666947
2.6042753254689845,22.3,0.9555114450274363,5561.8,17.2,4.8346933442663405,26.2,9.0,2.8196538559254405
2.853430491216149,21.2,0.7884573603642703,4808.4,19.4,4.924350925499243,23.7,13.8,2.629789808244911
3.1106806941666947,24.0,0.7419373447293773,7166.7,20.7,4.9684234452869465,28.1,12.2,2.972903925341274
2.9923318116833695,24.7,1.252762968495368,8337.3,15.4,4.897839799950911,38.0,19.0,2.743578467009874
2.5761013099729273,27.6,0.7884573603642703,5938.6,22.3,4.463606621666305,22.9,14.4,2.8096221297836212
2.022900270614273,24.8,2.468099531471619,4971.2,13.0,4.993149979755236,23.4,9.4,2.5022915256496425
2.3625530225852898,22.9,2.6946271807700692,6323.1,12.1,4.999237249143887,33.6,12.4,2.507160772431675
2.1371289189256744,21.6,0.9932517730102834,5431.4,11.7,4.489759334476764,20.8,7.8,2.520460873537074
2.5839658483893553,21.1,1.7749523509116738,4847.0,10.8,4.793308128103486,23.0,6.7,2.6842517979568754
2.714478897886519,22.6,2.6461747973841225,6325.2,13.5,5.076423034634259,33.2,12.9,2.459889445582981
2.6574228976681793,21.8,2.0014800002101243,5982.6,11.6,4.51085950651685,28.3,9.0,2.721140626093668
2.1429090468162655,20.1,1.5686159179138452,4325.2,12.2,4.493120682179469,19.9,8.0,2.612027896510465
2.666420062630027,22.2,1.2809338454620642,6305.0,12.0,4.31748811353631,31.6,10.6,2.798764141946038
2.9967388405787103,25.2,3.190476350346503,8205.7,15.1,4.163559631243574,35.7,14.9,3.020050706366955
2.787294505993179,23.8,3.190476350346503,7331.5,12.1,4.821087692210561,33.1,12.0,3.125143327393473
2.968765825324177,20.8,2.667228206581955,8320.3,19.7,4.416428061391214,36.2,12.4,3.0917915455730527
2.3051283242668275,18.2,3.039749158970765,7241.5,30.2,5.569488886872828,38.4,23.5,3.0276957476104385
3.1353327889591838,20.0,2.4159137783010487,8117.9,21.7,4.619073091157083,30.1,14.2,2.7434647999439976
2.6096426443134657,23.1,3.292126286607793,7208.2,29.8,4.560172820057356,35.4,14.9,2.4285337159748304
1.9247029827393187,14.7,1.916922612182061,8099.3,26.9,4.280824129164719,35.2,13.2,2.9744507294955227
3.274224271963271,16.1,1.4586150226995167,9613.2,25.3,4.210645017918261,34.1,17.3,2.9786951033767117
2.6415864510743305,26.5,2.451005098112319,7487.4,23.4,4.571613402459248,29.2,10.9,2.8905307135076135
2.595937758365192,20.3,1.9021075263969205,6457.5,34.6,4.493120682179469,30.0,16.2,2.8049183464401146
2.8398086696415485,24.5,3.4339872044851463,9836.0,21.1,4.937347498326424,37.6,17.7,2.65772682667849
2.4307059389758376,21.9,3.1654750481410856,9183.5,22.3,4.732683506287051,40.3,18.5,3.1651479908112075
2.9169621701696955,19.5,2.4595888418037104,7320.2,26.6,4.009149716158869,30.1,14.7,2.9102672185621232
3.164907453156039,19.7,1.8870696490323797,8783.4,22.9,4.239886867512759,31.4,16.6,3.3772465985975377
3.0583171487456124,18.7,2.3608540011180215,9328.3,32.9,4.366912996863833,33.3,18.8,2.8962994360616903
2.96140972207579,24.5,2.884800712846709,7912.3,23.8,4.712229258281499,36.6,17.6,3.230282720406879
2.890334958573268,19.3,2.302585092994046,7732.0,27.9,4.557029810660157,34.0,13.9,3.0794622310176525
2.659196916001358,19.3,2.341805806147327,8043.8,23.7,4.31748811353631,29.9,13.9,2.752026518859618
2.7216896722229977,20.4,2.2082744135228043,8493.8,30.5,4.231203744939298,31.7,15.3,2.315613300455269
3.1322639721221983,20.9,2.312535423847214,8205.3,25.7,4.421247347827163,37.2,15.9,3.000192404176278
2.7496868302317696,20.1,2.5726122302071057,9413.9,27.2,4.235554730773624,37.3,17.6,2.9400448770140475
2.943580419263066,18.5,1.9600947840472698,7619.9,29.2,4.575741375297279,35.0,12.7,3.080523091112555
1.5716386280440795,23.0,3.0204248861443626,6767.8,34.3,4.818667360250496,38.3,20.9,2.9872217822882874
3.480876613734286,15.8,1.9021075263969205,8302.8,32.2,4.469350462845557,29.6,13.8,2.2095750494461117
2.8634227809915385,22.5,2.2082744135228043,9470.8,22.1,4.023564380161053,29.3,11.4,2.9164137292636507
2.484096069306232,23.2,2.4069451083182885,7261.7,26.8,4.8993312245375815,29.3,13.7,3.3711345401351496
3.477746200081436,25.2,2.2617630984737906,11030.7,35.5,3.8543938925915096,30.9,26.1,2.8774774198539634
2.5584545342964065,24.5,3.086486636822455,7317.6,24.9,4.77912349311153,36.0,18.5,2.8407701118762865
2.6730583689982983,27.2,2.5649493574615367,7267.3,28.5,4.160444363926624,35.9,16.0,2.9998574865750514
2.7602016835330145,21.0,2.884800712846709,7575.2,26.9,4.589040804058207,35.5,15.8,3.0752291880147027
3.4706396398224597,21.2,1.7404661748405046,9213.2,22.1,4.1666652238017265,28.2,15.7,3.103193764163155
3.309081723033302,18.3,2.4423470353692043,8491.5,21.8,4.793308128103486,36.7,15.0,3.2480947766970667
2.928742811060116,24.1,2.7343675094195836,8966.3,23.5,4.21803603456465,34.4,19.2,3.055011996938224
3.244990171327585,23.3,2.8678989020441064,12596.0,25.6,3.835141961092188,45.8,27.9,2.6811054790058053
2.4190014493458216,22.2,2.0149030205422647,6082.2,21.0,4.837075242970874,21.3,9.4,2.9351120536978987
2.8402289375501546,22.6,2.9444389791664403,8517.5,26.9,3.883623530906448,34.6,20.3,3.140837577369359
2.786418311696435,23.6,1.9459101490553132,7247.4,22.2,4.596129441335942,27.6,11.3,3.0812590403356137
3.1018433976452426,16.2,1.7578579175523736,7371.6,27.1,4.73707525686803,31.8,11.7,2.7006541553461125
2.647258534415017,23.2,2.5572273113676265,5921.4,22.9,4.651099117876491,29.4,11.5,2.8388731976889945
2.900818131758326,19.4,2.451005098112319,8811.0,24.4,4.65586330030361,35.3,17.4,2.8751490921315566
2.9402378164218925,27.9,2.4069451083182885,9713.4,19.9,4.178992036282385,29.7,19.1,2.726009564617716
2.9875657108875977,27.5,3.0301337002713233,8072.3,23.5,4.398146016553765,29.4,14.7,2.8634227809915385
3.1130844020641955,25.8,2.9338568698359038,9258.0,22.4,4.414009680526933,27.6,19.5,2.4945749121953162
2.740625047034389,24.8,1.3609765531356006,7291.9,16.2,4.1956970564823886,28.4,14.4,2.7182713943924006
2.3974178867652176,28.3,1.9740810260220096,5837.5,20.8,3.9396381724611196,20.8,9.6,2.7606388335265226
2.548110595201386,18.3,3.2809112157876537,7299.4,36.8,4.6709579265260945,43.6,39.2,2.8879873301774546
2.1296559923912395,29.9,4.144720769547168,8405.2,21.1,3.5496173867804286,48.4,25.2,2.3751970401940077
2.4013971113699366,26.3,3.2108436531709366,5448.6,20.9,4.467056883858457,26.3,13.2,2.592413926913762
2.150160577456184,28.0,2.803360380906535,6641.1,18.5,5.368309738368072,21.9,8.2,2.5196620831582943
2.4485438627717784,27.4,2.928523523860541,7522.1,18.9,4.107589788972121,25.7,13.9,2.7675131468208547
1.8828841162604826,23.9,4.001863709427935,7065.3,19.8,4.977423159890142,45.5,19.8,2.3617662484321045
2.420205641852124,29.6,3.6109179126442243,8492.5,23.4,4.096009841541162,35.6,16.2,2.694214337607089
2.3229362343329156,26.7,3.054001181677967,4730.9,16.5,5.085742766583061,17.8,8.7,2.312654326624656
2.74898678552097,25.2,2.681021528714291,10081.9,21.4,5.4510384535657,37.0,20.6,2.991096759287297
2.7342475166190074,29.9,1.6486586255873816,4875.9,19.6,3.770459441106359,14.7,8.0,2.3162013061991655
2.334097874438738,24.2,3.7864597824528,7533.8,20.5,4.996536369716754,41.2,20.0,2.429284808483493
3.1515587156612392,27.5,1.5686159179138452,9322.0,25.4,4.442651256490317,24.8,18.6,2.978558010242499
1.718499713851351,30.2,3.139832617527748,5412.5,25.5,4.328098292648326,25.0,15.7,2.5485454005300134
2.614275745373226,28.6,2.0541237336955462,6981.0,29.3,4.3694478524670215,27.6,17.8,2.56318986191914
2.7672213342906615,30.7,3.5553480614894135,7319.6,17.6,4.282206299391671,26.2,13.0,2.3676477669563036
2.8879873301774546,26.6,2.163323025660538,9415.4,22.4,4.11251186617755,26.8,15.6,2.367636188897151
3.700016238524853,27.4,0.9932517730102834,10030.0,20.2,2.8507065015037334,22.0,24.8,2.9069057941526713
2.6999431522083133,29.2,3.634951112088381,9068.5,19.0,3.6270040503958487,36.2,18.5,2.6651460619339598
2.7295849640431946,30.4,2.8390784635086144,7486.3,17.7,2.8903717578961645,25.7,11.8,2.7678495718231964
2.5196620831582943,25.6,3.9852734671677386,11372.2,21.9,5.109575241951159,52.8,25.2,2.4648132442960393
2.5514544609246737,28.4,3.742420221041966,7553.8,23.2,4.703203926259457,33.4,15.5,2.3735519849454376
3.02819643512465,26.7,3.5409593240373143,10380.9,19.2,4.182050142641207,41.1,22.4,2.4485438627717784
2.8581756596798478,23.8,1.7047480922384253,10644.1,17.4,3.6913763343125234,32.0,18.6,2.7925965658622136
2.6767065848222797,30.0,1.4816045409242156,8766.0,26.8,4.530446639792155,29.9,17.8,3.0542600049729756
2.5434284840127326,25.9,0.9555114450274363,5371.3,15.9,4.939497266262916,21.7,13.4,2.345002108884843
2.345002108884843,31.5,0.9162907318741551,7036.7,23.2,3.9945242269398897,24.5,20.1,2.5434284840127326
2.1403812131191917,24.2,0.5306282510621704,5901.8,18.5,4.722063937459591,26.2,16.1,2.7752005511499815
2.476516942014377,19.5,2.5649493574615367,6467.4,21.7,5.11739483066779,33.8,23.4,2.105163827058475
2.26606721869959,24.3,3.2771447329921766,7532.8,20.0,5.083885755835849,36.8,17.8,2.3852204098113314
2.351555727992813,21.8,2.0014800002101243,5739.8,20.5,3.744787086052232,22.8,15.9,2.578592131432102
2.2546372748404173,24.7,1.7578579175523736,4380.0,13.4,5.25227342804663,17.6,7.8,2.3094254049397804
2.2628433617481125,29.6,1.9021075263969205,5223.1,19.0,4.141546163706395,24.4,12.6,2.2983389145095505
2.579674576638036,25.3,2.772588722239781,8071.1,15.1,4.183575695950044,37.4,16.4,2.093870912653541
2.244050353996965,30.7,1.9740810260220096,5040.4,15.3,3.7471483622379123,16.5,5.1,2.551618963834829
2.5111486689856477,27.5,2.0918640616783932,4907.0,15.9,4.88507207112091,20.4,11.1,2.601772567202976
3.1313053093538596,23.5,1.0296194171811581,8110.6,15.3,4.249922794040544,25.2,11.7,2.2992470215142573
2.3685177167543885,26.8,0.8329091229351039,4914.8,16.0,4.272490747605575,17.2,8.0,2.498822601733758
2.105163827058475,22.7,2.128231705849268,5451.5,14.7,4.472780997942346,25.6,15.1,2.5324306208525855
3.0198051691177232,22.9,2.2407096892759584,7707.7,12.9,4.174387269895637,32.3,14.0,2.9365272199421244
2.930297725397126,24.4,2.91235066461494,7943.0,13.3,5.380358076884246,40.7,18.3,2.5853828170238904
2.444175765300491,22.3,2.2192034840549946,6692.4,15.7,4.343805421853684,36.9,14.1,2.8188121832118993
2.6167073401698264,25.3,3.4210000089583352,9656.6,14.4,4.789157022101107,43.8,19.1,3.07913134935368
2.5853828170238904,23.2,0.8754687373538999,7046.8,14.1,4.215086179918229,25.8,11.3,2.6005264095931495
2.450255758684084,28.8,2.501435951739211,5542.9,14.4,4.070734696582967,20.7,8.4,2.228696877173448
2.5851758745863167,25.0,2.533696813957432,7575.9,14.7,4.8895969657192,36.6,19.1,2.724264755932605
3.291715371045158,23.5,2.128231705849268,8127.5,13.1,4.442651256490317,35.2,13.0,3.5898578410108497
3.2558390879802666,24.8,0.6931471805599453,6883.2,12.7,4.21803603456465,22.9,8.9,3.0656534112339693
2.8331033501057727,20.1,2.1041341542702074,9113.6,15.6,5.025852259901116,33.2,23.0,3.413636391453515
2.256600866801699,28.5,1.8718021769015913,6861.6,17.2,4.3694478524670215,30.3,18.3,3.059196905672948
2.9268860794903135,23.8,1.8718021769015913,7242.2,12.3,4.746669748261791,36.7,12.8,3.1362460526239717
3.304075446948187,21.4,2.0918640616783932,8996.0,16.1,4.222444564849416,37.4,17.4,3.2464367721316294
2.0514373452702386,28.8,1.6094379124341003,4265.5,10.5,5.280153395920365,17.7,4.6,3.2338797510092085
2.5525387933499153,26.2,1.7404661748405046,5607.3,12.0,4.6141299273595635,21.9,5.6,3.0867912521318477
3.2797845779551933,24.2,2.0412203288596382,8655.0,11.7,4.549657476057832,33.0,17.3,3.304075446948187
2.5962075818506163,25.5,0.9932517730102834,6214.2,11.7,4.771531723203316,23.6,9.3,2.847909140879735
1.5349800015160906,26.4,3.3032169733019514,9516.8,16.4,4.455509411433685,39.9,19.3,2.5039702988993797
3.0703301092610173,23.1,2.451005098112319,8740.5,14.5,4.33990170837321,36.4,17.3,3.0838531928443484
3.512370210680015,22.8,2.2407096892759584,8391.3,14.3,4.603168183317418,36.2,18.9,2.852642295330643
2.8465482291778703,25.6,3.292126286607793,9158.0,16.3,5.111987788356544,43.7,21.3,2.551525893439183
3.0565444129507484,26.9,0.5306282510621704,6774.0,16.6,4.751000634199631,22.7,13.3,3.1268176692528393
2.609403488456228,16.6,1.5040773967762742,6374.1,25.1,4.740574822994295,30.4,24.7,2.849268203017748
3.4409522374442147,23.9,0.7419373447293773,8614.4,13.9,4.436751534363128,24.6,14.8,2.608153994416067
2.849268203017748,24.6,0.5877866649021191,7093.7,13.8,4.127134385045092,24.9,11.1,2.6580120278629895
2.674029281551157,24.0,1.4586150226995167,6516.6,15.3,4.421247347827163,25.2,10.8,2.922677263197948
2.756715373083491,24.8,2.5877640352277083,7579.4,16.0,4.999237249143887,33.1,19.5,3.123877545151033
4.260871513117414,24.4,0.4054651081081644,11021.1,12.9,4.578826210648489,37.4,21.3,3.291715371045158
3.763646104687129,24.0,0.47000362924573563,11986.6,14.9,4.091005660956586,31.5,16.9,2.9048402071175063
2.6608384247889165,20.9,1.5686159179138452,6496.1,23.6,4.662495252607361,29.9,21.4,3.4409522374442147
2.4649115276511573,23.8,0.7884573603642703,7511.5,13.1,4.130354999745133,30.4,14.5,2.280304591138963
2.8188121832118993,24.8,2.1041341542702074,6304.1,11.2,4.785823685681349,32.0,13.8,2.444175765300491
2.3696958082773394,17.9,1.7047480922384253,5206.1,20.2,4.641502115235482,27.5,16.6,2.573407680210466
2.074018093380831,25.4,1.7047480922384253,4594.2,10.2,5.0912931971137105,19.2,6.7,2.587914065319121
2.8240310155813755,25.0,2.3608540011180215,6174.5,12.3,4.26689632742025,25.5,11.4,2.3034895254787995
2.676210581440331,24.5,2.322387720290225,7623.8,12.7,4.558078578454241,38.6,14.6,2.3696958082773394
2.431530193356621,28.0,3.3032169733019514,10419.5,19.7,4.836281906951478,43.4,26.0,2.4885324575085455
4.080615706309488,22.7,1.2809338454620642,12459.9,11.9,4.4942386252808095,37.2,41.6,4.200781974183957
2.894349659265388,27.3,1.3609765531356006,5949.4,18.7,4.771531723203316,24.9,8.7,3.3391971982641113
3.188791270890687,21.7,1.4350845252893227,9285.5,17.2,5.1647859739235145,39.2,20.5,3.554401099431924
2.8511791516467544,23.4,0.8329091229351039,6812.3,21.0,3.427514689979529,26.4,10.8,2.687248570056836
3.6213307622073883,22.6,1.2237754316221157,8072.8,17.1,4.667205576907544,28.0,13.1,3.3172339430487776
3.59954513621623,23.3,1.791759469228055,9333.0,18.1,4.462453883786496,31.3,17.4,3.0027542204674624
4.745812515790558,22.7,1.824549292051046,10843.4,13.1,4.207673247529104,25.3,42.4,4.063775124987668
2.9392226081174844,21.3,2.6946271807700692,7280.4,23.4,5.366910158013648,33.7,17.7,3.366645797385821
4.573901043431468,22.4,0.9932517730102834,12660.3,12.7,4.6061696863211745,33.7,27.2,4.224473286521379
3.8336355130217497,23.5,0.5306282510621704,9422.4,18.4,4.5031374604229395,28.4,26.0,2.3259839973313863
2.3259839973313863,26.1,2.5257286443082556,6940.2,21.5,4.522874943261261,31.5,14.6,3.3164154158025836
3.633702800644325,23.4,1.33500106673234,13994.9,13.1,4.268297869345539,30.5,31.5,4.097513350036367
2.952075475713334,23.5,3.0633909220278057,8339.1,17.4,5.101694025043223,39.5,17.3,2.9055788792206494
4.397044097573753,23.3,0.47000362924573563,11697.4,14.5,4.429625613473161,27.9,25.2,4.573901043431468
3.587905095317911,24.6,1.791759469228055,8370.2,15.6,5.040841136153322,30.3,16.0,3.2574406371176265
4.278434638446802,25.0,0.7884573603642703,13224.2,13.4,3.6109179126442243,34.6,34.0,4.1412920180003585
3.566156260206017,24.1,0.6418538861723947,9842.2,17.2,4.33990170837321,24.3,22.7,4.14577038631892
4.404435856187011,21.9,0.47000362924573563,13322.2,13.8,4.572646994282532,28.5,24.3,3.876841822402956
3.0624895506073306,21.3,1.667706820558076,7387.7,22.0,4.338597076746545,31.4,20.8,3.32292476512886
4.190936615907377,23.7,1.0296194171811581,14140.9,15.6,5.061961921261596,33.2,25.0,4.359981172642743
4.015779869351437,22.0,0.5306282510621704,13699.0,13.6,4.536891345234797,23.4,22.5,4.164376939786545
3.1597110917002293,22.6,0.8329091229351039,9563.2,16.8,4.73444252169223,31.5,24.4,3.566156260206017
3.7346302418709443,24.4,0.5306282510621704,12032.4,14.6,4.712229258281499,30.7,24.8,3.9424753538611363
3.2509148879151852,27.6,2.9856819377004897,12386.3,25.7,4.175924549214524,37.4,22.4,2.559080406598854
2.302721465928775,28.6,3.109060958860994,8976.0,23.9,4.26549281841793,25.2,11.5,2.841897105249868
2.514891742878579,25.8,3.2386784521643803,11587.2,28.7,4.791649752930709,34.4,18.9,3.1369684599878367
1.7732291441778996,24.0,3.8155121050473024,10363.5,25.4,4.986342601527212,44.7,20.2,2.9551200361374654
2.6118313433616676,27.7,3.493472657771326,10237.0,27.2,4.549657476057832,42.4,21.4,2.559080406598854
3.00117233122813,23.0,3.32862668882732,10119.0,26.8,5.001930853466109,38.9,18.1,2.8014838035263008
