State,County,Year,Unemployment_rate
WV,"Mason County, WV",2000,8.2
WV,"Mercer County, WV",2000,5.2
WV,"Mineral County, WV",2000,5.5
WV,"Mingo County, WV",2000,8.0
WV,"Monongalia County, WV",2000,4.4
WV,"Monroe County, WV",2000,5.0
WV,"Morgan County, WV",2000,4.0
WV,"Nicholas County, WV",2000,6.9
WV,"Ohio County, WV",2000,4.6
WV,"Pendleton County, WV",2000,8.0
WV,"Pleasants County, WV",2000,5.9
WV,"Pocahontas County, WV",2000,6.8
WV,"Preston County, WV",2000,5.7
WV,"Putnam County, WV",2000,4.9
WV,"Raleigh County, WV",2000,6.2
WV,"Randolph County, WV",2000,6.1
WV,"Ritchie County, WV",2000,6.4
WV,"Roane County, WV",2000,9.2
WV,"Summers County, WV",2000,7.5
WV,"Taylor County, WV",2000,5.6
WV,"Tucker County, WV",2000,6.4
WV,"Tyler County, WV",2000,6.1
WV,"Upshur County, WV",2000,6.1
WV,"Wayne County, WV",2000,5.3
WV,"Webster County, WV",2000,7.4
WV,"Wetzel County, WV",2000,8.1
WV,"Wirt County, WV",2000,7.1
WV,"Wood County, WV",2000,4.7
WV,"Wyoming County, WV",2000,7.8
WI,Wisconsin,2000,3.4
WI,"Adams County, WI",2000,4.4
WI,"Ashland County, WI",2000,5.3
WI,"Barron County, WI",2000,3.9
WI,"Bayfield County, WI",2000,5.3
WI,"Brown County, WI",2000,2.8
WI,"Buffalo County, WI",2000,3.6
WI,"Burnett County, WI",2000,3.8
WI,"Calumet County, WI",2000,2.7
WI,"Chippewa County, WI",2000,4.2
WI,"Clark County, WI",2000,4.2
WI,"Columbia County, WI",2000,3.6
WI,"Crawford County, WI",2000,3.6
WI,"Dane County, WI",2000,2.3
WI,"Dodge County, WI",2000,3.1
WI,"Door County, WI",2000,3.9
WI,"Douglas County, WI",2000,4.3
WI,"Dunn County, WI",2000,3.4
WI,"Eau Claire County, WI",2000,3.2
WI,"Florence County, WI",2000,4.1
WI,"Fond du Lac County, WI",2000,3.0
WI,"Forest County, WI",2000,5.6
WI,"Grant County, WI",2000,3.3
WI,"Green County, WI",2000,3.1
WI,"Green Lake County, WI",2000,3.9
WI,"Iowa County, WI",2000,2.8
WI,"Iron County, WI",2000,6.8
WI,"Jackson County, WI",2000,4.5
WI,"Jefferson County, WI",2000,2.9
WI,"Juneau County, WI",2000,4.9
WI,"Kenosha County, WI",2000,4.0
WI,"Kewaunee County, WI",2000,2.6
WI,"La Crosse County, WI",2000,3.2
WI,"Lafayette County, WI",2000,2.9
WI,"Langlade County, WI",2000,4.6
WI,"Lincoln County, WI",2000,4.1
WI,"Manitowoc County, WI",2000,3.2
WI,"Marathon County, WI",2000,3.3
WI,"Marinette County, WI",2000,4.4
WI,"Marquette County, WI",2000,5.2
WI,"Menominee County, WI",2000,8.8
WI,"Milwaukee County, WI",2000,4.2
WI,"Monroe County, WI",2000,3.7
WI,"Oconto County, WI",2000,3.5
WI,"Oneida County, WI",2000,4.9
WI,"Outagamie County, WI",2000,2.9
WI,"Ozaukee County, WI",2000,2.5
WI,"Pepin County, WI",2000,3.5
WI,"Pierce County, WI",2000,2.5
WI,"Polk County, WI",2000,3.3
WI,"Portage County, WI",2000,3.4
WI,"Price County, WI",2000,5.0
WI,"Racine County, WI",2000,3.9
WI,"Richland County, WI",2000,3.4
WI,"Rock County, WI",2000,4.1
WI,"Rusk County, WI",2000,5.1
WI,"St. Croix County, WI",2000,2.4
WI,"Sauk County, WI",2000,2.9
WI,"Sawyer County, WI",2000,5.2
WI,"Shawano County, WI",2000,3.6
WI,"Sheboygan County, WI",2000,2.5
WI,"Taylor County, WI",2000,3.7
WI,"Trempealeau County, WI",2000,3.9
WI,"Vernon County, WI",2000,3.7
WI,"Vilas County, WI",2000,4.9
WI,"Walworth County, WI",2000,2.9
WI,"Washburn County, WI",2000,5.0
WI,"Washington County, WI",2000,2.8
WI,"Waukesha County, WI",2000,2.7
WI,"Waupaca County, WI",2000,3.3
WI,"Waushara County, WI",2000,4.1
WI,"Winnebago County, WI",2000,2.7
WI,"Wood County, WI",2000,3.8
WY,Wyoming,2000,3.8
WY,"Albany County, WY",2000,3.3
WY,"Big Horn County, WY",2000,4.9
WY,"Campbell County, WY",2000,3.0
WY,"Carbon County, WY",2000,4.1
WY,"Converse County, WY",2000,3.9
WY,"Crook County, WY",2000,3.6
WY,"Fremont County, WY",2000,5.1
WY,"Goshen County, WY",2000,3.6
WY,"Hot Springs County, WY",2000,3.6
WY,"Johnson County, WY",2000,3.7
WY,"Laramie County, WY",2000,3.7
WY,"Lincoln County, WY",2000,3.8
WY,"Natrona County, WY",2000,3.8
WY,"Niobrara County, WY",2000,3.6
WY,"Park County, WY",2000,4.0
WY,"Platte County, WY",2000,4.0
WY,"Sheridan County, WY",2000,3.9
WY,"Sublette County, WY",2000,2.9
WY,"Sweetwater County, WY",2000,3.9
WY,"Teton County, WY",2000,2.4
WY,"Uinta County, WY",2000,3.9
WY,"Washakie County, WY",2000,4.5
WY,"Weston County, WY",2000,4.2
PR,Puerto Rico,2000,10.1
PR,"Adjuntas Municipio, PR",2000,12.5
PR,"Aguada Municipio, PR",2000,13.1
PR,"Aguadilla Municipio, PR",2000,13.2
PR,"Aguas Buenas Municipio, PR",2000,10.0
PR,"Aibonito Municipio, PR",2000,11.7
PR,"Anasco Municipio, PR",2000,12.5
PR,"Arecibo Municipio, PR",2000,11.2
PR,"Arroyo Municipio, PR",2000,14.6
PR,"Barceloneta Municipio, PR",2000,12.8
PR,"Barranquitas Municipio, PR",2000,10.9
PR,"Bayamon Municipio, PR",2000,7.6
PR,"Cabo Rojo Municipio, PR",2000,9.6
PR,"Caguas Municipio, PR",2000,9.3
PR,"Camuy Municipio, PR",2000,10.5
PR,"Canovanas Municipio, PR",2000,12.0
PR,"Carolina Municipio, PR",2000,7.9
PR,"Catano Municipio, PR",2000,9.3
PR,"Cayey Municipio, PR",2000,11.4
PR,"Ceiba Municipio, PR",2000,10.7
PR,"Ciales Municipio, PR",2000,14.2
PR,"Cidra Municipio, PR",2000,10.5
PR,"Coamo Municipio, PR",2000,11.6
PR,"Comerio Municipio, PR",2000,12.0
PR,"Corozal Municipio, PR",2000,9.9
PR,"Culebra Municipio, PR",2000,5.9
PR,"Dorado Municipio, PR",2000,8.1
PR,"Fajardo Municipio, PR",2000,11.8
PR,"Florida Municipio, PR",2000,12.5
PR,"Guanica Municipio, PR",2000,15.8
PR,"Guayama Municipio, PR",2000,12.8
PR,"Guayanilla Municipio, PR",2000,15.6
PR,"Guaynabo Municipio, PR",2000,5.5
PR,"Gurabo Municipio, PR",2000,8.9
PR,"Hatillo Municipio, PR",2000,11.2
PR,"Hormigueros Municipio, PR",2000,10.6
PR,"Humacao Municipio, PR",2000,12.2
PR,"Isabela Municipio, PR",2000,14.0
PR,"Jayuya Municipio, PR",2000,12.5
PR,"Juana Diaz Municipio, PR",2000,12.6
PR,"Juncos Municipio, PR",2000,10.9
PR,"Lajas Municipio, PR",2000,12.9
PR,"Lares Municipio, PR",2000,11.5
PR,"Las Marias Municipio, PR",2000,13.9
PR,"Las Piedras Municipio, PR",2000,12.2
PR,"Loiza Municipio, PR",2000,11.6
PR,"Luquillo Municipio, PR",2000,12.8
PR,"Manati Municipio, PR",2000,13.4
PR,"Maricao Municipio, PR",2000,12.2
PR,"Maunabo Municipio, PR",2000,14.3
PR,"Mayaguez Municipio, PR",2000,12.3
PR,"Moca Municipio, PR",2000,13.0
PR,"Morovis Municipio, PR",2000,12.9
PR,"Naguabo Municipio, PR",2000,12.1
PR,"Naranjito Municipio, PR",2000,9.3
PR,"Orocovis Municipio, PR",2000,13.5
PR,"Patillas Municipio, PR",2000,14.5
PR,"Penuelas Municipio, PR",2000,14.4
PR,"Ponce Municipio, PR",2000,11.6
PR,"Quebradillas Municipio, PR",2000,11.8
PR,"Rincon Municipio, PR",2000,13.0
PR,"Rio Grande Municipio, PR",2000,11.5
PR,"Sabana Grande Municipio, PR",2000,12.2
PR,"Salinas Municipio, PR",2000,13.8
PR,"San German Municipio, PR",2000,13.4
PR,"San Juan Municipio, PR",2000,7.4
PR,"San Lorenzo Municipio, PR",2000,10.9
PR,"San Sebastian Municipio, PR",2000,14.1
PR,"Santa Isabel Municipio, PR",2000,11.7
PR,"Toa Alta Municipio, PR",2000,6.9
PR,"Toa Baja Municipio, PR",2000,7.4
PR,"Trujillo Alto Municipio, PR",2000,6.8
PR,"Utuado Municipio, PR",2000,12.3
PR,"Vega Alta Municipio, PR",2000,9.1
PR,"Vega Baja Municipio, PR",2000,11.1
PR,"Vieques Municipio, PR",2000,13.2
PR,"Villalba Municipio, PR",2000,12.9
PR,"Yabucoa Municipio, PR",2000,15.2
PR,"Yauco Municipio, PR",2000,12.2
AL,Alabama,2001,5.2
AL,"Autauga County, AL",2001,4.1
AL,"Baldwin County, AL",2001,4.3
AL,"Barbour County, AL",2001,7.6
AL,"Bibb County, AL",2001,6.8
AL,"Blount County, AL",2001,3.7
AL,"Bullock County, AL",2001,10.0
AL,"Butler County, AL",2001,7.6
AL,"Calhoun County, AL",2001,5.6
AL,"Chambers County, AL",2001,5.5
AL,"Cherokee County, AL",2001,4.6
AL,"Chilton County, AL",2001,4.8
AL,"Choctaw County, AL",2001,7.2
AL,"Clarke County, AL",2001,9.9
AL,"Clay County, AL",2001,6.1
AL,"Cleburne County, AL",2001,5.3
AL,"Coffee County, AL",2001,6.3
AL,"Colbert County, AL",2001,6.9
AL,"Conecuh County, AL",2001,7.4
AL,"Coosa County, AL",2001,6.8
AL,"Covington County, AL",2001,6.4
AL,"Crenshaw County, AL",2001,6.1
AL,"Cullman County, AL",2001,4.7
AL,"Dale County, AL",2001,5.6
AL,"Dallas County, AL",2001,9.3
AL,"DeKalb County, AL",2001,4.9
AL,"Elmore County, AL",2001,4.3
AL,"Escambia County, AL",2001,6.2
AL,"Etowah County, AL",2001,6.7
AL,"Fayette County, AL",2001,6.4
AL,"Franklin County, AL",2001,7.7
AL,"Geneva County, AL",2001,6.5
AL,"Greene County, AL",2001,7.2
AL,"Hale County, AL",2001,7.3
AL,"Henry County, AL",2001,5.4
AL,"Houston County, AL",2001,4.3
AL,"Jackson County, AL",2001,6.6
AL,"Jefferson County, AL",2001,4.4
AL,"Lamar County, AL",2001,8.1
AL,"Lauderdale County, AL",2001,6.6
AL,"Lawrence County, AL",2001,6.0
AL,"Lee County, AL",2001,4.1
AL,"Limestone County, AL",2001,4.4
AL,"Lowndes County, AL",2001,7.3
AL,"Macon County, AL",2001,5.9
AL,"Madison County, AL",2001,3.9
AL,"Marengo County, AL",2001,6.0
AL,"Marion County, AL",2001,8.8
AL,"Marshall County, AL",2001,5.6
AL,"Mobile County, AL",2001,5.7
AL,"Monroe County, AL",2001,7.3
AL,"Montgomery County, AL",2001,4.6
AL,"Morgan County, AL",2001,5.2
AL,"Perry County, AL",2001,11.1
AL,"Pickens County, AL",2001,8.5
AL,"Pike County, AL",2001,5.4
AL,"Randolph County, AL",2001,6.3
AL,"Russell County, AL",2001,5.6
AL,"St. Clair County, AL",2001,4.2
AL,"Shelby County, AL",2001,3.0
AL,"Sumter County, AL",2001,8.5
AL,"Talladega County, AL",2001,6.6
AL,"Tallapoosa County, AL",2001,6.0
AL,"Tuscaloosa County, AL",2001,4.2
AL,"Walker County, AL",2001,6.1
AL,"Washington County, AL",2001,9.0
AL,"Wilcox County, AL",2001,10.2
AL,"Winston County, AL",2001,9.5
AK,Alaska,2001,6.3
AK,"Aleutians East Borough, AK",2001,8.2
AK,"Aleutians West Census Area, AK",2001,5.8
AK,"Anchorage Borough/municipality, AK",2001,4.9
AK,"Bethel Census Area, AK",2001,9.8
AK,"Bristol Bay Borough, AK",2001,5.4
AK,"Denali Borough, AK",2001,6.4
AK,"Dillingham Census Area, AK",2001,8.0
AK,"Fairbanks North Star Borough, AK",2001,5.9
AK,"Haines Borough, AK",2001,9.8
AK,"Hoonah-Angoon Census Area, AK",2001,
AK,"Juneau Borough/city, AK",2001,4.7
AK,"Kenai Peninsula Borough, AK",2001,8.1
AK,"Ketchikan Gateway Borough, AK",2001,6.6
AK,"Kodiak Island Borough, AK",2001,8.8
AK,"Kusilvak Census Area, AK",2001,15.3
AK,"Lake and Peninsula Borough, AK",2001,6.2
AK,"Matanuska-Susitna Borough, AK",2001,7.0
AK,"Nome Census Area, AK",2001,9.6
AK,"North Slope Borough, AK",2001,7.4
AK,"Northwest Arctic Borough, AK",2001,9.8
AK,"Petersburg Borough, AK",2001,
AK,"Prince of Wales-Hyder Census Area, AK",2001,
AK,"Prince of Wales-Outer Ketchikan Census Area, AK",2001,15.1
AK,"Sitka Borough/city, AK",2001,4.7
AK,"Skagway Municipality, AK",2001,
AK,"Skagway-Hoonah-Angoon Census Area, AK",2001,11.6
AK,"Southeast Fairbanks Census Area, AK",2001,12.8
AK,"Valdez-Cordova Census Area, AK",2001,8.6
AK,"Wrangell Borough/city, AK",2001,
AK,"Wrangell-Petersburg Census Area, AK",2001,10.1
AK,"Yakutat Borough/city, AK",2001,8.8
AK,"Yukon-Koyukuk Census Area, AK",2001,10.8
AZ,Arizona,2001,4.7
AZ,"Apache County, AZ",2001,9.4
AZ,"Cochise County, AZ",2001,4.8
AZ,"Coconino County, AZ",2001,4.7
AZ,"Gila County, AZ",2001,5.8
AZ,"Graham County, AZ",2001,6.3
AZ,"Greenlee County, AZ",2001,7.2
AZ,"La Paz County, AZ",2001,6.7
AZ,"Maricopa County, AZ",2001,4.2
AZ,"Mohave County, AZ",2001,4.8
AZ,"Navajo County, AZ",2001,7.6
AZ,"Pima County, AZ",2001,4.3
AZ,"Pinal County, AZ",2001,5.4
AZ,"Santa Cruz County, AZ",2001,8.7
AZ,"Yavapai County, AZ",2001,4.4
AZ,"Yuma County, AZ",2001,16.6
AR,Arkansas,2001,4.8
AR,"Arkansas County, AR",2001,4.5
AR,"Ashley County, AR",2001,7.3
AR,"Baxter County, AR",2001,5.3
AR,"Benton County, AR",2001,2.9
AR,"Boone County, AR",2001,5.1
AR,"Bradley County, AR",2001,7.0
AR,"Calhoun County, AR",2001,5.5
AR,"Carroll County, AR",2001,4.0
AR,"Chicot County, AR",2001,8.6
AR,"Clark County, AR",2001,4.5
AR,"Clay County, AR",2001,6.8
AR,"Cleburne County, AR",2001,4.6
AR,"Cleveland County, AR",2001,5.5
AR,"Columbia County, AR",2001,5.1
AR,"Conway County, AR",2001,4.8
AR,"Craighead County, AR",2001,4.5
AR,"Crawford County, AR",2001,4.0
AR,"Crittenden County, AR",2001,5.1
AR,"Cross County, AR",2001,5.7
AR,"Dallas County, AR",2001,6.7
AR,"Desha County, AR",2001,8.4
AR,"Drew County, AR",2001,8.3
AR,"Faulkner County, AR",2001,4.4
AR,"Franklin County, AR",2001,3.7
AR,"Fulton County, AR",2001,4.9
AR,"Garland County, AR",2001,4.7
AR,"Grant County, AR",2001,5.0
AR,"Greene County, AR",2001,6.8
AR,"Hempstead County, AR",2001,4.5
AR,"Hot Spring County, AR",2001,5.1
AR,"Howard County, AR",2001,5.1
AR,"Independence County, AR",2001,5.3
AR,"Izard County, AR",2001,5.7
AR,"Jackson County, AR",2001,7.3
AR,"Jefferson County, AR",2001,6.7
AR,"Johnson County, AR",2001,4.6
AR,"Lafayette County, AR",2001,5.0
AR,"Lawrence County, AR",2001,6.4
AR,"Lee County, AR",2001,8.9
AR,"Lincoln County, AR",2001,7.0
AR,"Little River County, AR",2001,4.0
AR,"Logan County, AR",2001,4.9
AR,"Lonoke County, AR",2001,3.7
AR,"Madison County, AR",2001,3.3
AR,"Marion County, AR",2001,5.4
AR,"Miller County, AR",2001,4.4
AR,"Mississippi County, AR",2001,10.8
AR,"Monroe County, AR",2001,6.1
AR,"Montgomery County, AR",2001,4.5
AR,"Nevada County, AR",2001,4.7
AR,"Newton County, AR",2001,5.3
AR,"Ouachita County, AR",2001,7.1
AR,"Perry County, AR",2001,5.2
AR,"Phillips County, AR",2001,7.5
AR,"Pike County, AR",2001,4.5
AR,"Poinsett County, AR",2001,7.1
AR,"Polk County, AR",2001,4.6
AR,"Pope County, AR",2001,4.3
AR,"Prairie County, AR",2001,4.5
AR,"Pulaski County, AR",2001,4.2
AR,"Randolph County, AR",2001,6.9
AR,"St. Francis County, AR",2001,7.6
AR,"Saline County, AR",2001,3.6
AR,"Scott County, AR",2001,4.0
AR,"Searcy County, AR",2001,5.0
AR,"Sebastian County, AR",2001,3.9
AR,"Sevier County, AR",2001,4.1
AR,"Sharp County, AR",2001,6.0
AR,"Stone County, AR",2001,5.4
AR,"Union County, AR",2001,5.0
AR,"Van Buren County, AR",2001,6.0
AR,"Washington County, AR",2001,3.0
AR,"White County, AR",2001,5.2
AR,"Woodruff County, AR",2001,6.3
AR,"Yell County, AR",2001,3.7
CA,California,2001,5.5
CA,"Alameda County, CA",2001,4.8
CA,"Alpine County, CA",2001,7.3
CA,"Amador County, CA",2001,5.1
CA,"Butte County, CA",2001,6.6
CA,"Calaveras County, CA",2001,5.5
CA,"Colusa County, CA",2001,12.9
CA,"Contra Costa County, CA",2001,4.1
CA,"Del Norte County, CA",2001,8.1
CA,"El Dorado County, CA",2001,4.3
CA,"Fresno County, CA",2001,10.7
CA,"Glenn County, CA",2001,8.8
CA,"Humboldt County, CA",2001,6.0
CA,"Imperial County, CA",2001,16.0
CA,"Inyo County, CA",2001,4.6
CA,"Kern County, CA",2001,8.6
CA,"Kings County, CA",2001,10.7
CA,"Lake County, CA",2001,7.1
CA,"Lassen County, CA",2001,7.4
CA,"Los Angeles County, CA",2001,5.7
CA,"Madera County, CA",2001,9.6
CA,"Marin County, CA",2001,3.5
CA,"Mariposa County, CA",2001,5.8
CA,"Mendocino County, CA",2001,6.0
CA,"Merced County, CA",2001,10.2
CA,"Modoc County, CA",2001,7.0
CA,"Mono County, CA",2001,4.7
CA,"Monterey County, CA",2001,7.8
CA,"Napa County, CA",2001,3.6
CA,"Nevada County, CA",2001,4.4
CA,"Orange County, CA",2001,4.0
CA,"Placer County, CA",2001,4.0
CA,"Plumas County, CA",2001,7.6
CA,"Riverside County, CA",2001,5.5
CA,"Sacramento County, CA",2001,4.6
CA,"San Benito County, CA",2001,6.4
CA,"San Bernardino County, CA",2001,5.1
CA,"San Diego County, CA",2001,4.2
CA,"San Francisco County/city, CA",2001,5.1
CA,"San Joaquin County, CA",2001,7.5
CA,"San Luis Obispo County, CA",2001,4.0
CA,"San Mateo County, CA",2001,3.8
CA,"Santa Barbara County, CA",2001,4.4
CA,"Santa Clara County, CA",2001,5.1
CA,"Santa Cruz County, CA",2001,5.8
CA,"Shasta County, CA",2001,6.4
CA,"Sierra County, CA",2001,7.6
CA,"Siskiyou County, CA",2001,8.1
CA,"Solano County, CA",2001,4.6
CA,"Sonoma County, CA",2001,3.7
CA,"Stanislaus County, CA",2001,8.4
CA,"Sutter County, CA",2001,9.8
CA,"Tehama County, CA",2001,6.6
CA,"Trinity County, CA",2001,9.3
CA,"Tulare County, CA",2001,11.5
CA,"Tuolumne County, CA",2001,5.9
CA,"Ventura County, CA",2001,4.9
CA,"Yolo County, CA",2001,5.1
CA,"Yuba County, CA",2001,8.6
CO,Colorado,2001,3.8
CO,"Adams County, CO",2001,4.0
CO,"Alamosa County, CO",2001,4.2
CO,"Arapahoe County, CO",2001,3.7
CO,"Archuleta County, CO",2001,3.9
CO,"Baca County, CO",2001,3.0
CO,"Bent County, CO",2001,4.3
CO,"Boulder County, CO",2001,3.7
CO,"Broomfield County/city, CO",2001,3.6
CO,"Chaffee County, CO",2001,4.0
CO,"Cheyenne County, CO",2001,2.3
CO,"Clear Creek County, CO",2001,3.4
CO,"Conejos County, CO",2001,6.2
CO,"Costilla County, CO",2001,8.3
CO,"Crowley County, CO",2001,5.8
CO,"Custer County, CO",2001,4.1
CO,"Delta County, CO",2001,4.1
CO,"Denver County/city, CO",2001,4.4
CO,"Dolores County, CO",2001,5.1
CO,"Douglas County, CO",2001,3.2
CO,"Eagle County, CO",2001,3.1
CO,"Elbert County, CO",2001,3.2
CO,"El Paso County, CO",2001,4.2
CO,"Fremont County, CO",2001,5.0
CO,"Garfield County, CO",2001,3.2
CO,"Gilpin County, CO",2001,3.5
CO,"Grand County, CO",2001,3.0
CO,"Gunnison County, CO",2001,3.3
CO,"Hinsdale County, CO",2001,3.4
CO,"Huerfano County, CO",2001,6.3
CO,"Jackson County, CO",2001,3.5
CO,"Jefferson County, CO",2001,3.5
CO,"Kiowa County, CO",2001,2.8
CO,"Kit Carson County, CO",2001,2.5
CO,"Lake County, CO",2001,4.0
CO,"La Plata County, CO",2001,3.2
CO,"Larimer County, CO",2001,3.2
CO,"Las Animas County, CO",2001,4.6
CO,"Lincoln County, CO",2001,3.0
CO,"Logan County, CO",2001,3.1
CO,"Mesa County, CO",2001,3.8
CO,"Mineral County, CO",2001,3.7
CO,"Moffat County, CO",2001,3.9
CO,"Montezuma County, CO",2001,4.4
CO,"Montrose County, CO",2001,4.4
CO,"Morgan County, CO",2001,3.2
CO,"Otero County, CO",2001,4.6
CO,"Ouray County, CO",2001,2.9
CO,"Park County, CO",2001,3.5
CO,"Phillips County, CO",2001,2.8
CO,"Pitkin County, CO",2001,3.6
CO,"Prowers County, CO",2001,3.2
CO,"Pueblo County, CO",2001,5.2
CO,"Rio Blanco County, CO",2001,2.7
CO,"Rio Grande County, CO",2001,5.4
CO,"Routt County, CO",2001,2.9
CO,"Saguache County, CO",2001,6.0
CO,"San Juan County, CO",2001,6.8
CO,"San Miguel County, CO",2001,3.8
CO,"Sedgwick County, CO",2001,2.8
CO,"Summit County, CO",2001,3.0
CO,"Teller County, CO",2001,3.9
CO,"Washington County, CO",2001,2.7
CO,"Weld County, CO",2001,3.5
CO,"Yuma County, CO",2001,2.3
CT,Connecticut,2001,2.9
CT,"Fairfield County, CT",2001,2.8
CT,"Hartford County, CT",2001,3.1
CT,"Litchfield County, CT",2001,2.7
CT,"Middlesex County, CT",2001,2.5
CT,"New Haven County, CT",2001,3.1
CT,"New London County, CT",2001,2.6
CT,"Tolland County, CT",2001,2.2
CT,"Windham County, CT",2001,3.0
DE,Delaware,2001,3.6
DE,"Kent County, DE",2001,3.8
DE,"New Castle County, DE",2001,3.5
DE,"Sussex County, DE",2001,3.7
DC,District of Columbia,2001,6.5
DC,District of Columbia,2001,6.5
FL,Florida,2001,4.4
FL,"Alachua County, FL",2001,3.5
FL,"Baker County, FL",2001,4.1
FL,"Bay County, FL",2001,5.1
FL,"Bradford County, FL",2001,4.4
FL,"Brevard County, FL",2001,4.4
FL,"Broward County, FL",2001,4.5
FL,"Calhoun County, FL",2001,5.0
FL,"Charlotte County, FL",2001,4.4
FL,"Citrus County, FL",2001,5.6
FL,"Clay County, FL",2001,3.8
FL,"Collier County, FL",2001,4.1
FL,"Columbia County, FL",2001,5.4
FL,"DeSoto County, FL",2001,4.9
FL,"Dixie County, FL",2001,5.5
FL,"Duval County, FL",2001,4.2
FL,"Escambia County, FL",2001,4.9
FL,"Flagler County, FL",2001,4.6
FL,"Franklin County, FL",2001,4.2
FL,"Gadsden County, FL",2001,4.8
FL,"Gilchrist County, FL",2001,4.3
FL,"Glades County, FL",2001,5.7
FL,"Gulf County, FL",2001,5.7
FL,"Hamilton County, FL",2001,7.5
FL,"Hardee County, FL",2001,6.9
FL,"Hendry County, FL",2001,7.5
FL,"Hernando County, FL",2001,5.2
FL,"Highlands County, FL",2001,5.1
FL,"Hillsborough County, FL",2001,4.1
FL,"Holmes County, FL",2001,6.0
FL,"Indian River County, FL",2001,5.8
FL,"Jackson County, FL",2001,4.9
FL,"Jefferson County, FL",2001,4.4
FL,"Lafayette County, FL",2001,5.2
FL,"Lake County, FL",2001,4.4
FL,"Lee County, FL",2001,3.7
FL,"Leon County, FL",2001,3.5
FL,"Levy County, FL",2001,5.1
FL,"Liberty County, FL",2001,4.7
FL,"Madison County, FL",2001,5.0
FL,"Manatee County, FL",2001,4.0
FL,"Marion County, FL",2001,4.9
FL,"Martin County, FL",2001,5.0
FL,"Miami-Dade County, FL",2001,4.5
FL,"Monroe County, FL",2001,3.4
FL,"Nassau County, FL",2001,4.0
FL,"Okaloosa County, FL",2001,4.0
FL,"Okeechobee County, FL",2001,6.1
FL,"Orange County, FL",2001,4.2
FL,"Osceola County, FL",2001,4.4
FL,"Palm Beach County, FL",2001,5.0
FL,"Pasco County, FL",2001,4.6
FL,"Pinellas County, FL",2001,4.3
FL,"Polk County, FL",2001,5.0
FL,"Putnam County, FL",2001,5.4
FL,"St. Johns County, FL",2001,3.7
FL,"St. Lucie County, FL",2001,6.2
FL,"Santa Rosa County, FL",2001,4.5
FL,"Sarasota County, FL",2001,3.9
FL,"Seminole County, FL",2001,4.0
FL,"Sumter County, FL",2001,5.4
FL,"Suwannee County, FL",2001,4.9
FL,"Taylor County, FL",2001,6.6
FL,"Union County, FL",2001,5.0
FL,"Volusia County, FL",2001,4.2
FL,"Wakulla County, FL",2001,3.6
FL,"Walton County, FL",2001,3.8
FL,"Washington County, FL",2001,5.5
GA,Georgia,2001,4.1
GA,"Appling County, GA",2001,6.9
GA,"Atkinson County, GA",2001,6.2
GA,"Bacon County, GA",2001,5.5
GA,"Baker County, GA",2001,4.9
GA,"Baldwin County, GA",2001,4.5
GA,"Banks County, GA",2001,3.6
GA,"Barrow County, GA",2001,4.0
GA,"Bartow County, GA",2001,4.4
GA,"Ben Hill County, GA",2001,5.2
GA,"Berrien County, GA",2001,4.2
GA,"Bibb County, GA",2001,4.5
GA,"Bleckley County, GA",2001,5.3
GA,"Brantley County, GA",2001,4.8
GA,"Brooks County, GA",2001,4.8
GA,"Bryan County, GA",2001,3.1
GA,"Bulloch County, GA",2001,4.4
GA,"Burke County, GA",2001,6.2
GA,"Butts County, GA",2001,4.5
GA,"Calhoun County, GA",2001,6.6
GA,"Camden County, GA",2001,3.8
GA,"Candler County, GA",2001,4.8
GA,"Carroll County, GA",2001,4.8
GA,"Catoosa County, GA",2001,3.0
GA,"Charlton County, GA",2001,4.3
GA,"Chatham County, GA",2001,3.6
GA,"Chattahoochee County, GA",2001,7.6
GA,"Chattooga County, GA",2001,4.9
GA,"Cherokee County, GA",2001,2.9
GA,"Clarke County, GA",2001,3.8
GA,"Clay County, GA",2001,5.9
GA,"Clayton County, GA",2001,4.1
GA,"Clinch County, GA",2001,7.3
GA,"Cobb County, GA",2001,3.4
GA,"Coffee County, GA",2001,5.5
GA,"Colquitt County, GA",2001,5.7
GA,"Columbia County, GA",2001,3.1
GA,"Cook County, GA",2001,5.0
GA,"Coweta County, GA",2001,3.5
GA,"Crawford County, GA",2001,4.3
GA,"Crisp County, GA",2001,5.4
GA,"Dade County, GA",2001,3.6
GA,"Dawson County, GA",2001,3.2
GA,"Decatur County, GA",2001,5.5
GA,"DeKalb County, GA",2001,4.1
GA,"Dodge County, GA",2001,5.4
GA,"Dooly County, GA",2001,5.4
GA,"Dougherty County, GA",2001,5.6
GA,"Douglas County, GA",2001,3.3
GA,"Early County, GA",2001,4.9
GA,"Echols County, GA",2001,3.8
GA,"Effingham County, GA",2001,3.2
GA,"Elbert County, GA",2001,5.7
GA,"Emanuel County, GA",2001,6.1
GA,"Evans County, GA",2001,4.1
GA,"Fannin County, GA",2001,4.5
GA,"Fayette County, GA",2001,2.9
GA,"Floyd County, GA",2001,4.5
GA,"Forsyth County, GA",2001,2.9
GA,"Franklin County, GA",2001,5.4
GA,"Fulton County, GA",2001,4.2
GA,"Gilmer County, GA",2001,3.6
GA,"Glascock County, GA",2001,4.5
GA,"Glynn County, GA",2001,3.7
GA,"Gordon County, GA",2001,5.3
GA,"Grady County, GA",2001,4.3
GA,"Greene County, GA",2001,6.9
GA,"Gwinnett County, GA",2001,3.4
