State,County,Year,Unemployment_rate
UT,"Beaver County, UT",2017,3.9
UT,"Box Elder County, UT",2017,3.2
UT,"Cache County, UT",2017,2.7
UT,"Carbon County, UT",2017,4.9
UT,"Daggett County, UT",2017,4.9
UT,"Davis County, UT",2017,3.0
UT,"Duchesne County, UT",2017,5.5
UT,"Emery County, UT",2017,5.0
UT,"Garfield County, UT",2017,7.3
UT,"Grand County, UT",2017,5.1
UT,"Iron County, UT",2017,4.0
UT,"Juab County, UT",2017,3.3
UT,"Kane County, UT",2017,3.3
UT,"Millard County, UT",2017,3.2
UT,"Morgan County, UT",2017,2.7
UT,"Piute County, UT",2017,4.8
UT,"Rich County, UT",2017,3.2
UT,"Salt Lake County, UT",2017,3.0
UT,"San Juan County, UT",2017,6.8
UT,"Sanpete County, UT",2017,3.8
UT,"Sevier County, UT",2017,3.7
UT,"Summit County, UT",2017,3.0
UT,"Tooele County, UT",2017,3.5
UT,"Uintah County, UT",2017,5.8
UT,"Utah County, UT",2017,2.8
UT,"Wasatch County, UT",2017,3.2
UT,"Washington County, UT",2017,3.4
UT,"Wayne County, UT",2017,7.1
UT,"Weber County, UT",2017,3.5
VT,Vermont,2017,3.0
VT,"Addison County, VT",2017,2.8
VT,"Bennington County, VT",2017,3.7
VT,"Caledonia County, VT",2017,3.7
VT,"Chittenden County, VT",2017,2.3
VT,"Essex County, VT",2017,4.7
VT,"Franklin County, VT",2017,3.1
VT,"Grand Isle County, VT",2017,3.5
VT,"Lamoille County, VT",2017,4.0
VT,"Orange County, VT",2017,3.1
VT,"Orleans County, VT",2017,5.1
VT,"Rutland County, VT",2017,3.5
VT,"Washington County, VT",2017,3.0
VT,"Windham County, VT",2017,3.1
VT,"Windsor County, VT",2017,2.6
VA,Virginia,2017,3.7
VA,"Accomack County, VA",2017,4.5
VA,"Albemarle County, VA",2017,3.3
VA,"Alleghany County, VA",2017,4.5
VA,"Amelia County, VA",2017,4.0
VA,"Amherst County, VA",2017,4.1
VA,"Appomattox County, VA",2017,4.3
VA,"Arlington County, VA",2017,2.5
VA,"Augusta County, VA",2017,3.4
VA,"Bath County, VA",2017,3.0
VA,"Bedford County, VA",2017,3.8
VA,"Bland County, VA",2017,4.1
VA,"Botetourt County, VA",2017,3.5
VA,"Brunswick County, VA",2017,5.3
VA,"Buchanan County, VA",2017,7.0
VA,"Buckingham County, VA",2017,5.3
VA,"Campbell County, VA",2017,4.1
VA,"Caroline County, VA",2017,4.3
VA,"Carroll County, VA",2017,4.4
VA,"Charles City County, VA",2017,4.7
VA,"Charlotte County, VA",2017,4.5
VA,"Chesterfield County, VA",2017,3.6
VA,"Clarke County, VA",2017,3.4
VA,"Craig County, VA",2017,4.3
VA,"Culpeper County, VA",2017,3.6
VA,"Cumberland County, VA",2017,4.1
VA,"Dickenson County, VA",2017,6.7
VA,"Dinwiddie County, VA",2017,4.4
VA,"Essex County, VA",2017,4.8
VA,"Fairfax County, VA",2017,3.0
VA,"Fauquier County, VA",2017,3.2
VA,"Floyd County, VA",2017,3.6
VA,"Fluvanna County, VA",2017,3.0
VA,"Franklin County, VA",2017,3.9
VA,"Frederick County, VA",2017,3.2
VA,"Giles County, VA",2017,4.6
VA,"Gloucester County, VA",2017,3.3
VA,"Goochland County, VA",2017,3.5
VA,"Grayson County, VA",2017,3.9
VA,"Greene County, VA",2017,3.0
VA,"Greensville County, VA",2017,4.3
VA,"Halifax County, VA",2017,4.8
VA,"Hanover County, VA",2017,3.3
VA,"Henrico County, VA",2017,3.6
VA,"Henry County, VA",2017,4.6
VA,"Highland County, VA",2017,3.2
VA,"Isle of Wight County, VA",2017,3.8
VA,"James City County, VA",2017,3.5
VA,"King and Queen County, VA",2017,3.5
VA,"King George County, VA",2017,3.7
VA,"King William County, VA",2017,3.4
VA,"Lancaster County, VA",2017,5.2
VA,"Lee County, VA",2017,5.1
VA,"Loudoun County, VA",2017,3.0
VA,"Louisa County, VA",2017,3.4
VA,"Lunenburg County, VA",2017,4.1
VA,"Madison County, VA",2017,2.9
VA,"Mathews County, VA",2017,3.7
VA,"Mecklenburg County, VA",2017,4.8
VA,"Middlesex County, VA",2017,3.2
VA,"Montgomery County, VA",2017,3.7
VA,"Nelson County, VA",2017,3.5
VA,"New Kent County, VA",2017,3.2
VA,"Northampton County, VA",2017,5.6
VA,"Northumberland County, VA",2017,5.2
VA,"Nottoway County, VA",2017,3.8
VA,"Orange County, VA",2017,3.7
VA,"Page County, VA",2017,5.1
VA,"Patrick County, VA",2017,4.2
VA,"Pittsylvania County, VA",2017,4.3
VA,"Powhatan County, VA",2017,3.3
VA,"Prince Edward County, VA",2017,4.8
VA,"Prince George County, VA",2017,4.4
VA,"Prince William County, VA",2017,3.4
VA,"Pulaski County, VA",2017,5.3
VA,"Rappahannock County, VA",2017,3.5
VA,"Richmond County, VA",2017,3.6
VA,"Roanoke County, VA",2017,3.4
VA,"Rockbridge County, VA",2017,4.1
VA,"Rockingham County, VA",2017,3.2
VA,"Russell County, VA",2017,5.2
VA,"Scott County, VA",2017,4.0
VA,"Shenandoah County, VA",2017,3.3
VA,"Smyth County, VA",2017,4.9
VA,"Southampton County, VA",2017,3.6
VA,"Spotsylvania County, VA",2017,3.7
VA,"Stafford County, VA",2017,3.6
VA,"Surry County, VA",2017,4.4
VA,"Sussex County, VA",2017,5.9
VA,"Tazewell County, VA",2017,5.6
VA,"Warren County, VA",2017,3.7
VA,"Washington County, VA",2017,4.1
VA,"Westmoreland County, VA",2017,4.4
VA,"Wise County, VA",2017,6.3
VA,"Wythe County, VA",2017,5.0
VA,"York County, VA",2017,3.5
VA,"Alexandria city, VA",2017,2.8
VA,"Bristol city, VA",2017,4.5
VA,"Buena Vista city, VA",2017,4.2
VA,"Charlottesville city, VA",2017,3.1
VA,"Chesapeake city, VA",2017,3.7
VA,"Colonial Heights city, VA",2017,4.0
VA,"Covington city, VA",2017,6.0
VA,"Danville city, VA",2017,5.6
VA,"Emporia city, VA",2017,5.2
VA,"Fairfax city, VA",2017,2.8
VA,"Falls Church city, VA",2017,2.6
VA,"Franklin city, VA",2017,5.2
VA,"Fredericksburg city, VA",2017,4.3
VA,"Galax city, VA",2017,4.1
VA,"Hampton city, VA",2017,5.0
VA,"Harrisonburg city, VA",2017,4.4
VA,"Hopewell city, VA",2017,6.1
VA,"Lexington city, VA",2017,6.0
VA,"Lynchburg city, VA",2017,4.9
VA,"Manassas city, VA",2017,3.3
VA,"Manassas Park city, VA",2017,3.3
VA,"Martinsville city, VA",2017,6.2
VA,"Newport News city, VA",2017,4.6
VA,"Norfolk city, VA",2017,4.6
VA,"Norton city, VA",2017,5.2
VA,"Petersburg city, VA",2017,7.2
VA,"Poquoson city, VA",2017,3.4
VA,"Portsmouth city, VA",2017,5.3
VA,"Radford city, VA",2017,4.9
VA,"Richmond city, VA",2017,4.3
VA,"Roanoke city, VA",2017,4.1
VA,"Salem city, VA",2017,3.7
VA,"Staunton city, VA",2017,3.5
VA,"Suffolk city, VA",2017,4.0
VA,"Virginia Beach city, VA",2017,3.5
VA,"Waynesboro city, VA",2017,4.0
VA,"Williamsburg city, VA",2017,5.1
VA,"Winchester city, VA",2017,3.6
WA,Washington,2017,4.6
WA,"Adams County, WA",2017,5.6
WA,"Asotin County, WA",2017,4.1
WA,"Benton County, WA",2017,5.4
WA,"Chelan County, WA",2017,4.8
WA,"Clallam County, WA",2017,6.7
WA,"Clark County, WA",2017,5.0
WA,"Columbia County, WA",2017,5.5
WA,"Cowlitz County, WA",2017,6.0
WA,"Douglas County, WA",2017,5.6
WA,"Ferry County, WA",2017,10.8
WA,"Franklin County, WA",2017,6.2
WA,"Garfield County, WA",2017,5.2
WA,"Grant County, WA",2017,6.1
WA,"Grays Harbor County, WA",2017,6.9
WA,"Island County, WA",2017,5.1
WA,"Jefferson County, WA",2017,6.0
WA,"King County, WA",2017,3.5
WA,"Kitsap County, WA",2017,4.8
WA,"Kittitas County, WA",2017,5.2
WA,"Klickitat County, WA",2017,5.8
WA,"Lewis County, WA",2017,6.5
WA,"Lincoln County, WA",2017,4.9
WA,"Mason County, WA",2017,6.5
WA,"Okanogan County, WA",2017,6.7
WA,"Pacific County, WA",2017,6.9
WA,"Pend Oreille County, WA",2017,7.3
WA,"Pierce County, WA",2017,5.3
WA,"San Juan County, WA",2017,3.9
WA,"Skagit County, WA",2017,5.4
WA,"Skamania County, WA",2017,6.0
WA,"Snohomish County, WA",2017,3.9
WA,"Spokane County, WA",2017,5.3
WA,"Stevens County, WA",2017,7.1
WA,"Thurston County, WA",2017,4.9
WA,"Wahkiakum County, WA",2017,7.1
WA,"Walla Walla County, WA",2017,4.9
WA,"Whatcom County, WA",2017,4.9
WA,"Whitman County, WA",2017,4.3
WA,"Yakima County, WA",2017,6.7
WV,West Virginia,2017,5.2
WV,"Barbour County, WV",2017,5.9
WV,"Berkeley County, WV",2017,3.7
WV,"Boone County, WV",2017,6.4
WV,"Braxton County, WV",2017,7.5
WV,"Brooke County, WV",2017,6.1
WV,"Cabell County, WV",2017,4.6
WV,"Calhoun County, WV",2017,10.9
WV,"Clay County, WV",2017,8.7
WV,"Doddridge County, WV",2017,4.3
WV,"Fayette County, WV",2017,6.4
WV,"Gilmer County, WV",2017,7.2
WV,"Grant County, WV",2017,5.6
WV,"Greenbrier County, WV",2017,4.9
WV,"Hampshire County, WV",2017,3.9
WV,"Hancock County, WV",2017,6.1
WV,"Hardy County, WV",2017,4.9
WV,"Harrison County, WV",2017,4.8
WV,"Jackson County, WV",2017,5.7
WV,"Jefferson County, WV",2017,3.1
WV,"Kanawha County, WV",2017,5.1
WV,"Lewis County, WV",2017,6.7
WV,"Lincoln County, WV",2017,6.9
WV,"Logan County, WV",2017,7.5
WV,"McDowell County, WV",2017,9.0
WV,"Marion County, WV",2017,5.3
WV,"Marshall County, WV",2017,6.0
WV,"Mason County, WV",2017,6.8
WV,"Mercer County, WV",2017,5.9
WV,"Mineral County, WV",2017,5.3
WV,"Mingo County, WV",2017,8.7
WV,"Monongalia County, WV",2017,3.7
WV,"Monroe County, WV",2017,4.4
WV,"Morgan County, WV",2017,4.0
WV,"Nicholas County, WV",2017,7.2
WV,"Ohio County, WV",2017,4.7
WV,"Pendleton County, WV",2017,3.8
WV,"Pleasants County, WV",2017,7.1
WV,"Pocahontas County, WV",2017,6.0
WV,"Preston County, WV",2017,5.0
WV,"Putnam County, WV",2017,4.7
WV,"Raleigh County, WV",2017,5.4
WV,"Randolph County, WV",2017,5.4
WV,"Ritchie County, WV",2017,5.5
WV,"Roane County, WV",2017,8.8
WV,"Summers County, WV",2017,5.9
WV,"Taylor County, WV",2017,4.9
WV,"Tucker County, WV",2017,5.2
WV,"Tyler County, WV",2017,7.7
WV,"Upshur County, WV",2017,6.2
WV,"Wayne County, WV",2017,5.8
WV,"Webster County, WV",2017,6.3
WV,"Wetzel County, WV",2017,7.6
WV,"Wirt County, WV",2017,7.9
WV,"Wood County, WV",2017,5.5
WV,"Wyoming County, WV",2017,7.1
WI,Wisconsin,2017,3.3
WI,"Adams County, WI",2017,5.1
WI,"Ashland County, WI",2017,4.5
WI,"Barron County, WI",2017,3.5
WI,"Bayfield County, WI",2017,5.2
WI,"Brown County, WI",2017,2.9
WI,"Buffalo County, WI",2017,3.7
WI,"Burnett County, WI",2017,4.8
WI,"Calumet County, WI",2017,2.8
WI,"Chippewa County, WI",2017,3.5
WI,"Clark County, WI",2017,3.0
WI,"Columbia County, WI",2017,2.9
WI,"Crawford County, WI",2017,4.1
WI,"Dane County, WI",2017,2.4
WI,"Dodge County, WI",2017,2.9
WI,"Door County, WI",2017,3.8
WI,"Douglas County, WI",2017,4.4
WI,"Dunn County, WI",2017,3.3
WI,"Eau Claire County, WI",2017,2.9
WI,"Florence County, WI",2017,4.6
WI,"Fond du Lac County, WI",2017,2.8
WI,"Forest County, WI",2017,5.0
WI,"Grant County, WI",2017,3.1
WI,"Green County, WI",2017,2.7
WI,"Green Lake County, WI",2017,3.7
WI,"Iowa County, WI",2017,2.9
WI,"Iron County, WI",2017,6.2
WI,"Jackson County, WI",2017,3.3
WI,"Jefferson County, WI",2017,3.2
WI,"Juneau County, WI",2017,3.3
WI,"Kenosha County, WI",2017,3.9
WI,"Kewaunee County, WI",2017,3.1
WI,"La Crosse County, WI",2017,2.9
WI,"Lafayette County, WI",2017,2.5
WI,"Langlade County, WI",2017,4.2
WI,"Lincoln County, WI",2017,3.5
WI,"Manitowoc County, WI",2017,3.5
WI,"Marathon County, WI",2017,2.9
WI,"Marinette County, WI",2017,4.4
WI,"Marquette County, WI",2017,3.8
WI,"Menominee County, WI",2017,5.9
WI,"Milwaukee County, WI",2017,4.0
WI,"Monroe County, WI",2017,2.9
WI,"Oconto County, WI",2017,3.5
WI,"Oneida County, WI",2017,3.8
WI,"Outagamie County, WI",2017,3.0
WI,"Ozaukee County, WI",2017,2.7
WI,"Pepin County, WI",2017,3.5
WI,"Pierce County, WI",2017,3.3
WI,"Polk County, WI",2017,3.7
WI,"Portage County, WI",2017,3.1
WI,"Price County, WI",2017,3.7
WI,"Racine County, WI",2017,4.0
WI,"Richland County, WI",2017,3.0
WI,"Rock County, WI",2017,3.7
WI,"Rusk County, WI",2017,4.4
WI,"St. Croix County, WI",2017,3.1
WI,"Sauk County, WI",2017,2.9
WI,"Sawyer County, WI",2017,4.6
WI,"Shawano County, WI",2017,3.2
WI,"Sheboygan County, WI",2017,2.8
WI,"Taylor County, WI",2017,3.5
WI,"Trempealeau County, WI",2017,3.0
WI,"Vernon County, WI",2017,3.1
WI,"Vilas County, WI",2017,4.3
WI,"Walworth County, WI",2017,3.3
WI,"Washburn County, WI",2017,3.9
WI,"Washington County, WI",2017,2.8
WI,"Waukesha County, WI",2017,2.9
WI,"Waupaca County, WI",2017,3.2
WI,"Waushara County, WI",2017,3.9
WI,"Winnebago County, WI",2017,3.0
WI,"Wood County, WI",2017,3.7
WY,Wyoming,2017,4.3
WY,"Albany County, WY",2017,2.9
WY,"Big Horn County, WY",2017,4.4
WY,"Campbell County, WY",2017,5.0
WY,"Carbon County, WY",2017,4.1
WY,"Converse County, WY",2017,4.6
WY,"Crook County, WY",2017,3.6
WY,"Fremont County, WY",2017,5.7
WY,"Goshen County, WY",2017,3.0
WY,"Hot Springs County, WY",2017,4.0
WY,"Johnson County, WY",2017,4.3
WY,"Laramie County, WY",2017,3.8
WY,"Lincoln County, WY",2017,3.8
WY,"Natrona County, WY",2017,5.4
WY,"Niobrara County, WY",2017,2.8
WY,"Park County, WY",2017,4.4
WY,"Platte County, WY",2017,3.8
WY,"Sheridan County, WY",2017,4.0
WY,"Sublette County, WY",2017,4.6
WY,"Sweetwater County, WY",2017,4.7
WY,"Teton County, WY",2017,2.9
WY,"Uinta County, WY",2017,4.7
WY,"Washakie County, WY",2017,4.1
WY,"Weston County, WY",2017,4.1
PR,Puerto Rico,2017,10.8
PR,"Adjuntas Municipio, PR",2017,15.1
PR,"Aguada Municipio, PR",2017,12.9
PR,"Aguadilla Municipio, PR",2017,14.5
PR,"Aguas Buenas Municipio, PR",2017,12.5
PR,"Aibonito Municipio, PR",2017,14.2
PR,"Anasco Municipio, PR",2017,12.5
PR,"Arecibo Municipio, PR",2017,11.7
PR,"Arroyo Municipio, PR",2017,17.7
PR,"Barceloneta Municipio, PR",2017,14.0
PR,"Barranquitas Municipio, PR",2017,11.4
PR,"Bayamon Municipio, PR",2017,7.7
PR,"Cabo Rojo Municipio, PR",2017,13.6
PR,"Caguas Municipio, PR",2017,9.1
PR,"Camuy Municipio, PR",2017,11.6
PR,"Canovanas Municipio, PR",2017,9.7
PR,"Carolina Municipio, PR",2017,7.8
PR,"Catano Municipio, PR",2017,9.1
PR,"Cayey Municipio, PR",2017,10.1
PR,"Ceiba Municipio, PR",2017,13.5
PR,"Ciales Municipio, PR",2017,16.1
PR,"Cidra Municipio, PR",2017,8.4
PR,"Coamo Municipio, PR",2017,16.2
PR,"Comerio Municipio, PR",2017,11.8
PR,"Corozal Municipio, PR",2017,11.3
PR,"Culebra Municipio, PR",2017,4.4
PR,"Dorado Municipio, PR",2017,6.9
PR,"Fajardo Municipio, PR",2017,13.3
PR,"Florida Municipio, PR",2017,14.3
PR,"Guanica Municipio, PR",2017,18.3
PR,"Guayama Municipio, PR",2017,15.6
PR,"Guayanilla Municipio, PR",2017,16.4
PR,"Guaynabo Municipio, PR",2017,5.3
PR,"Gurabo Municipio, PR",2017,7.3
PR,"Hatillo Municipio, PR",2017,14.0
PR,"Hormigueros Municipio, PR",2017,12.7
PR,"Humacao Municipio, PR",2017,14.0
PR,"Isabela Municipio, PR",2017,13.4
PR,"Jayuya Municipio, PR",2017,13.0
PR,"Juana Diaz Municipio, PR",2017,12.9
PR,"Juncos Municipio, PR",2017,11.5
PR,"Lajas Municipio, PR",2017,19.4
PR,"Lares Municipio, PR",2017,18.6
PR,"Las Marias Municipio, PR",2017,20.6
PR,"Las Piedras Municipio, PR",2017,12.0
PR,"Loiza Municipio, PR",2017,9.6
PR,"Luquillo Municipio, PR",2017,12.8
PR,"Manati Municipio, PR",2017,10.6
PR,"Maricao Municipio, PR",2017,20.1
PR,"Maunabo Municipio, PR",2017,17.3
PR,"Mayaguez Municipio, PR",2017,14.0
PR,"Moca Municipio, PR",2017,14.7
PR,"Morovis Municipio, PR",2017,12.4
PR,"Naguabo Municipio, PR",2017,11.1
PR,"Naranjito Municipio, PR",2017,11.8
PR,"Orocovis Municipio, PR",2017,14.3
PR,"Patillas Municipio, PR",2017,19.7
PR,"Penuelas Municipio, PR",2017,17.5
PR,"Ponce Municipio, PR",2017,11.6
PR,"Quebradillas Municipio, PR",2017,15.8
PR,"Rincon Municipio, PR",2017,15.3
PR,"Rio Grande Municipio, PR",2017,9.7
PR,"Sabana Grande Municipio, PR",2017,16.8
PR,"Salinas Municipio, PR",2017,18.7
PR,"San German Municipio, PR",2017,15.7
PR,"San Juan Municipio, PR",2017,7.0
PR,"San Lorenzo Municipio, PR",2017,12.8
PR,"San Sebastian Municipio, PR",2017,17.7
PR,"Santa Isabel Municipio, PR",2017,13.5
PR,"Toa Alta Municipio, PR",2017,7.7
PR,"Toa Baja Municipio, PR",2017,8.1
PR,"Trujillo Alto Municipio, PR",2017,5.9
PR,"Utuado Municipio, PR",2017,14.0
PR,"Vega Alta Municipio, PR",2017,10.7
PR,"Vega Baja Municipio, PR",2017,12.4
PR,"Vieques Municipio, PR",2017,14.5
PR,"Villalba Municipio, PR",2017,19.4
PR,"Yabucoa Municipio, PR",2017,16.5
PR,"Yauco Municipio, PR",2017,17.2
AL,Alabama,2018,3.9
AL,"Autauga County, AL",2018,3.6
AL,"Baldwin County, AL",2018,3.6
AL,"Barbour County, AL",2018,5.1
AL,"Bibb County, AL",2018,4.0
AL,"Blount County, AL",2018,3.5
AL,"Bullock County, AL",2018,4.6
AL,"Butler County, AL",2018,4.7
AL,"Calhoun County, AL",2018,4.6
AL,"Chambers County, AL",2018,3.9
AL,"Cherokee County, AL",2018,3.6
AL,"Chilton County, AL",2018,3.6
AL,"Choctaw County, AL",2018,5.5
AL,"Clarke County, AL",2018,7.4
AL,"Clay County, AL",2018,3.8
AL,"Cleburne County, AL",2018,4.2
AL,"Coffee County, AL",2018,3.9
AL,"Colbert County, AL",2018,4.6
AL,"Conecuh County, AL",2018,5.2
AL,"Coosa County, AL",2018,4.1
AL,"Covington County, AL",2018,4.6
AL,"Crenshaw County, AL",2018,4.0
AL,"Cullman County, AL",2018,3.3
AL,"Dale County, AL",2018,4.2
AL,"Dallas County, AL",2018,6.5
AL,"DeKalb County, AL",2018,3.8
AL,"Elmore County, AL",2018,3.4
AL,"Escambia County, AL",2018,4.5
AL,"Etowah County, AL",2018,4.1
AL,"Fayette County, AL",2018,4.1
AL,"Franklin County, AL",2018,3.7
AL,"Geneva County, AL",2018,3.9
AL,"Greene County, AL",2018,6.6
AL,"Hale County, AL",2018,5.1
AL,"Henry County, AL",2018,4.4
AL,"Houston County, AL",2018,4.0
AL,"Jackson County, AL",2018,4.1
AL,"Jefferson County, AL",2018,3.7
AL,"Lamar County, AL",2018,3.8
AL,"Lauderdale County, AL",2018,4.2
AL,"Lawrence County, AL",2018,4.1
AL,"Lee County, AL",2018,3.6
AL,"Limestone County, AL",2018,3.5
AL,"Lowndes County, AL",2018,7.3
AL,"Macon County, AL",2018,5.4
AL,"Madison County, AL",2018,3.5
AL,"Marengo County, AL",2018,4.9
AL,"Marion County, AL",2018,4.1
AL,"Marshall County, AL",2018,3.4
AL,"Mobile County, AL",2018,4.7
AL,"Monroe County, AL",2018,6.1
AL,"Montgomery County, AL",2018,4.0
AL,"Morgan County, AL",2018,3.5
AL,"Perry County, AL",2018,6.5
AL,"Pickens County, AL",2018,4.6
AL,"Pike County, AL",2018,4.5
AL,"Randolph County, AL",2018,4.0
AL,"Russell County, AL",2018,4.0
AL,"St. Clair County, AL",2018,3.5
AL,"Shelby County, AL",2018,2.8
AL,"Sumter County, AL",2018,5.8
AL,"Talladega County, AL",2018,4.2
AL,"Tallapoosa County, AL",2018,4.1
AL,"Tuscaloosa County, AL",2018,3.6
AL,"Walker County, AL",2018,4.2
AL,"Washington County, AL",2018,5.8
AL,"Wilcox County, AL",2018,9.5
AL,"Winston County, AL",2018,4.2
AK,Alaska,2018,5.9
AK,"Aleutians East Borough, AK",2018,2.8
AK,"Aleutians West Census Area, AK",2018,3.2
AK,"Anchorage Borough/municipality, AK",2018,5.0
AK,"Bethel Census Area, AK",2018,11.7
AK,"Bristol Bay Borough, AK",2018,5.6
AK,"Denali Borough, AK",2018,7.2
AK,"Dillingham Census Area, AK",2018,7.4
AK,"Fairbanks North Star Borough, AK",2018,5.2
AK,"Haines Borough, AK",2018,8.8
AK,"Hoonah-Angoon Census Area, AK",2018,11.5
AK,"Juneau Borough/city, AK",2018,4.0
AK,"Kenai Peninsula Borough, AK",2018,6.9
AK,"Ketchikan Gateway Borough, AK",2018,5.5
AK,"Kodiak Island Borough, AK",2018,5.4
AK,"Kusilvak Census Area, AK",2018,18.2
AK,"Lake and Peninsula Borough, AK",2018,10.2
AK,"Matanuska-Susitna Borough, AK",2018,6.8
AK,"Nome Census Area, AK",2018,10.4
AK,"North Slope Borough, AK",2018,6.3
AK,"Northwest Arctic Borough, AK",2018,12.6
AK,"Petersburg Borough, AK",2018,7.9
AK,"Prince of Wales-Hyder Census Area, AK",2018,9.8
AK,"Prince of Wales-Outer Ketchikan Census Area, AK",2018,
AK,"Sitka Borough/city, AK",2018,3.8
AK,"Skagway Municipality, AK",2018,8.7
AK,"Skagway-Hoonah-Angoon Census Area, AK",2018,
AK,"Southeast Fairbanks Census Area, AK",2018,8.8
AK,"Valdez-Cordova Census Area, AK",2018,6.7
AK,"Wrangell Borough/city, AK",2018,6.3
AK,"Wrangell-Petersburg Census Area, AK",2018,
AK,"Yakutat Borough/city, AK",2018,7.3
AK,"Yukon-Koyukuk Census Area, AK",2018,13.6
AZ,Arizona,2018,4.8
AZ,"Apache County, AZ",2018,9.9
AZ,"Cochise County, AZ",2018,5.6
AZ,"Coconino County, AZ",2018,5.5
AZ,"Gila County, AZ",2018,5.8
AZ,"Graham County, AZ",2018,5.1
AZ,"Greenlee County, AZ",2018,4.1
AZ,"La Paz County, AZ",2018,6.2
AZ,"Maricopa County, AZ",2018,4.1
AZ,"Mohave County, AZ",2018,5.7
AZ,"Navajo County, AZ",2018,7.7
AZ,"Pima County, AZ",2018,4.4
AZ,"Pinal County, AZ",2018,5.0
AZ,"Santa Cruz County, AZ",2018,9.2
AZ,"Yavapai County, AZ",2018,4.4
AZ,"Yuma County, AZ",2018,17.0
AR,Arkansas,2018,3.7
AR,"Arkansas County, AR",2018,3.3
AR,"Ashley County, AR",2018,5.3
AR,"Baxter County, AR",2018,4.1
AR,"Benton County, AR",2018,2.9
AR,"Boone County, AR",2018,3.5
AR,"Bradley County, AR",2018,4.3
AR,"Calhoun County, AR",2018,3.8
AR,"Carroll County, AR",2018,3.2
AR,"Chicot County, AR",2018,6.7
AR,"Clark County, AR",2018,3.7
AR,"Clay County, AR",2018,4.3
AR,"Cleburne County, AR",2018,4.5
AR,"Cleveland County, AR",2018,3.8
AR,"Columbia County, AR",2018,4.7
AR,"Conway County, AR",2018,4.3
AR,"Craighead County, AR",2018,3.0
AR,"Crawford County, AR",2018,3.5
AR,"Crittenden County, AR",2018,4.3
AR,"Cross County, AR",2018,4.1
AR,"Dallas County, AR",2018,4.2
AR,"Desha County, AR",2018,4.5
AR,"Drew County, AR",2018,4.8
AR,"Faulkner County, AR",2018,3.2
AR,"Franklin County, AR",2018,3.5
AR,"Fulton County, AR",2018,4.0
AR,"Garland County, AR",2018,4.0
AR,"Grant County, AR",2018,3.1
AR,"Greene County, AR",2018,3.4
AR,"Hempstead County, AR",2018,3.5
AR,"Hot Spring County, AR",2018,3.7
AR,"Howard County, AR",2018,3.4
AR,"Independence County, AR",2018,4.0
AR,"Izard County, AR",2018,5.4
AR,"Jackson County, AR",2018,6.0
AR,"Jefferson County, AR",2018,5.2
AR,"Johnson County, AR",2018,4.5
AR,"Lafayette County, AR",2018,5.1
AR,"Lawrence County, AR",2018,3.9
AR,"Lee County, AR",2018,4.8
AR,"Lincoln County, AR",2018,4.2
AR,"Little River County, AR",2018,5.2
AR,"Logan County, AR",2018,4.0
AR,"Lonoke County, AR",2018,3.2
AR,"Madison County, AR",2018,2.9
AR,"Marion County, AR",2018,4.1
AR,"Miller County, AR",2018,4.8
AR,"Mississippi County, AR",2018,5.6
AR,"Monroe County, AR",2018,4.2
AR,"Montgomery County, AR",2018,4.7
AR,"Nevada County, AR",2018,3.4
AR,"Newton County, AR",2018,3.3
AR,"Ouachita County, AR",2018,4.6
AR,"Perry County, AR",2018,4.1
AR,"Phillips County, AR",2018,6.0
AR,"Pike County, AR",2018,4.0
AR,"Poinsett County, AR",2018,3.8
AR,"Polk County, AR",2018,4.1
AR,"Pope County, AR",2018,4.4
AR,"Prairie County, AR",2018,3.8
AR,"Pulaski County, AR",2018,3.4
AR,"Randolph County, AR",2018,4.0
AR,"St. Francis County, AR",2018,5.1
AR,"Saline County, AR",2018,3.0
AR,"Scott County, AR",2018,3.6
AR,"Searcy County, AR",2018,4.3
AR,"Sebastian County, AR",2018,3.5
AR,"Sevier County, AR",2018,4.6
AR,"Sharp County, AR",2018,4.7
AR,"Stone County, AR",2018,4.5
AR,"Union County, AR",2018,5.5
AR,"Van Buren County, AR",2018,5.2
AR,"Washington County, AR",2018,2.6
AR,"White County, AR",2018,4.3
AR,"Woodruff County, AR",2018,4.7
AR,"Yell County, AR",2018,4.1
CA,California,2018,4.3
CA,"Alameda County, CA",2018,3.1
CA,"Alpine County, CA",2018,4.6
CA,"Amador County, CA",2018,4.1
CA,"Butte County, CA",2018,5.1
CA,"Calaveras County, CA",2018,4.1
CA,"Colusa County, CA",2018,13.3
CA,"Contra Costa County, CA",2018,3.2
CA,"Del Norte County, CA",2018,5.8
CA,"El Dorado County, CA",2018,3.7
CA,"Fresno County, CA",2018,7.6
CA,"Glenn County, CA",2018,6.6
CA,"Humboldt County, CA",2018,3.6
CA,"Imperial County, CA",2018,18.8
CA,"Inyo County, CA",2018,3.9
CA,"Kern County, CA",2018,8.1
CA,"Kings County, CA",2018,7.9
CA,"Lake County, CA",2018,5.3
CA,"Lassen County, CA",2018,4.8
CA,"Los Angeles County, CA",2018,4.7
CA,"Madera County, CA",2018,7.1
CA,"Marin County, CA",2018,2.4
CA,"Mariposa County, CA",2018,5.4
CA,"Mendocino County, CA",2018,4.0
CA,"Merced County, CA",2018,8.5
CA,"Modoc County, CA",2018,7.6
CA,"Mono County, CA",2018,4.1
CA,"Monterey County, CA",2018,6.4
CA,"Napa County, CA",2018,3.0
