fips,jail_pop,urbanicity,year
17175,6.0,2.0,2013
17177,115.0,1.0,2013
17179,158.0,2.0,2013
17181,111.04,1.0,2013
17183,212.0,2.0,2013
17185,13.0,1.0,2013
17187,20.0,1.0,2013
17189,22.0,1.0,2013
17191,13.0,1.0,2013
17193,27.07,1.0,2013
17195,104.0,1.0,2013
17197,893.0,3.0,2013
17199,103.0,2.0,2013
17201,959.0,2.0,2013
17203,42.0,2.0,2013
18001,63.0,1.0,2013
18003,709.0,2.0,2013
18005,156.0,2.0,2013
18007,21.0,2.0,2013
18009,60.0,1.0,2013
18011,150.0,3.0,2013
18013,36.0,3.0,2013
18015,48.0,2.0,2013
18017,150.0,1.0,2013
18019,563.0,3.0,2013
18021,93.0,2.0,2013
18023,138.0,1.0,2013
18025,63.0,1.0,2013
18027,151.0,1.0,2013
18029,258.0,3.0,2013
18031,73.0,1.0,2013
18033,69.0,1.0,2013
18035,342.0,2.0,2013
18037,64.0,1.0,2013
18039,685.0,2.0,2013
18041,115.0,1.0,2013
18043,250.0,3.0,2013
18045,20.0,1.0,2013
18047,58.0,1.0,2013
18049,84.0,1.0,2013
18051,104.0,1.0,2013
18053,240.0,1.0,2013
18055,66.0,1.0,2013
18057,266.0,3.0,2013
18059,149.0,3.0,2013
18061,170.0,3.0,2013
18063,219.0,3.0,2013
18065,134.0,1.0,2013
18067,326.0,2.0,2013
18069,88.0,1.0,2013
18071,235.0,1.0,2013
18073,70.0,3.0,2013
18075,85.0,1.0,2013
18077,122.0,1.0,2013
18079,118.0,1.0,2013
18081,309.0,3.0,2013
18083,185.0,1.0,2013
18085,260.0,1.0,2013
18087,92.0,1.0,2013
18089,864.0,3.0,2013
18091,389.0,2.0,2013
18093,133.0,1.0,2013
18095,255.0,3.0,2013
18097,2041.0,4.0,2013
18099,100.0,1.0,2013
18101,46.0,1.0,2013
18103,123.0,1.0,2013
18105,250.0,2.0,2013
18107,206.0,1.0,2013
18109,320.0,3.0,2013
18111,61.0,3.0,2013
18113,150.0,1.0,2013
18115,9.19,3.0,2013
18117,33.0,1.0,2013
18119,60.0,2.0,2013
18121,54.0,1.0,2013
18123,35.0,1.0,2013
18125,35.0,1.0,2013
18127,483.0,3.0,2013
18129,56.0,2.0,2013
18131,65.0,1.0,2013
18133,129.0,3.0,2013
18135,70.0,1.0,2013
18137,73.0,1.0,2013
18139,42.0,1.0,2013
18141,618.0,2.0,2013
18143,110.0,3.0,2013
18145,170.0,3.0,2013
18147,45.0,1.0,2013
18149,84.0,1.0,2013
18151,117.0,1.0,2013
18153,57.0,2.0,2013
18155,15.81,1.0,2013
18157,346.0,2.0,2013
18159,29.0,1.0,2013
18161,20.0,3.0,2013
18163,537.0,2.0,2013
18165,66.0,2.0,2013
18167,245.33,2.0,2013
18169,91.0,1.0,2013
18171,23.0,1.0,2013
18173,65.0,2.0,2013
18175,75.0,3.0,2013
18177,292.0,1.0,2013
18179,92.0,2.0,2013
18181,110.0,1.0,2013
18183,126.0,2.0,2013
19001,3.0,1.0,2013
19003,17.0,1.0,2013
19005,6.0,1.0,2013
19007,23.0,1.0,2013
19009,2.0,1.0,2013
19011,10.0,2.0,2013
19013,263.0,2.0,2013
19015,,1.0,2013
19017,29.0,2.0,2013
19019,21.0,1.0,2013
19021,26.0,1.0,2013
19023,12.0,1.0,2013
19025,2.01,1.0,2013
19027,7.0,1.0,2013
19029,16.0,1.0,2013
19031,19.0,1.0,2013
19033,74.0,1.0,2013
19035,10.0,1.0,2013
19037,4.0,1.0,2013
19039,17.0,1.0,2013
19041,9.0,1.0,2013
19043,14.0,1.0,2013
19045,43.0,1.0,2013
19047,9.0,1.0,2013
19049,20.0,2.0,2013
19051,7.0,1.0,2013
19053,3.0,1.0,2013
19055,6.0,1.0,2013
19057,54.0,1.0,2013
19059,13.0,1.0,2013
19061,122.0,2.0,2013
19063,2.0,1.0,2013
19065,30.0,1.0,2013
19067,6.0,1.0,2013
19069,,1.0,2013
19071,4.0,1.0,2013
19073,7.0,1.0,2013
19075,5.0,2.0,2013
19077,9.0,2.0,2013
19079,10.0,1.0,2013
19081,6.0,1.0,2013
19083,45.0,1.0,2013
19085,8.0,2.0,2013
19087,16.0,1.0,2013
19089,3.0,1.0,2013
19091,4.0,1.0,2013
19093,7.0,1.0,2013
19095,22.0,1.0,2013
19097,8.0,1.0,2013
19099,29.0,1.0,2013
19101,13.0,1.0,2013
19103,89.0,2.0,2013
19105,13.0,2.0,2013
19107,2.0,1.0,2013
19109,11.0,1.0,2013
19111,54.0,1.0,2013
19113,344.0,2.0,2013
19115,13.0,1.0,2013
19117,1.0,1.0,2013
19119,10.0,1.0,2013
19121,8.0,2.0,2013
19123,21.0,1.0,2013
19125,36.0,1.0,2013
19127,100.0,1.0,2013
19129,10.0,2.0,2013
19131,3.0,1.0,2013
19133,14.0,1.0,2013
19135,8.0,1.0,2013
19137,4.0,1.0,2013
19139,187.0,1.0,2013
19141,34.0,1.0,2013
19143,3.0,1.0,2013
19145,8.0,1.0,2013
19147,5.0,1.0,2013
19149,30.0,2.0,2013
19151,5.0,1.0,2013
19153,943.0,2.0,2013
19155,212.0,2.0,2013
19157,23.0,1.0,2013
19159,13.0,1.0,2013
19161,1.99,1.0,2013
19163,320.0,2.0,2013
19165,8.0,1.0,2013
19167,34.0,1.0,2013
19169,72.0,2.0,2013
19171,15.0,1.0,2013
19173,4.0,1.0,2013
19175,9.0,1.0,2013
19177,5.0,1.0,2013
19179,77.0,1.0,2013
19181,22.0,2.0,2013
19183,28.0,2.0,2013
19185,20.0,1.0,2013
19187,49.0,1.0,2013
19189,5.0,1.0,2013
19191,9.0,1.0,2013
19193,249.0,2.0,2013
19195,4.0,1.0,2013
19197,12.0,1.0,2013
20001,50.0,1.0,2013
20003,32.0,1.0,2013
20005,66.0,1.0,2013
20007,4.0,1.0,2013
20009,93.0,1.0,2013
20011,45.0,1.0,2013
20013,24.0,1.0,2013
20015,200.0,2.0,2013
20017,110.0,1.0,2013
20019,9.0,1.0,2013
20021,72.0,1.0,2013
20023,,1.0,2013
20025,2.0,1.0,2013
20027,7.0,1.0,2013
20029,27.0,1.0,2013
20031,13.0,1.0,2013
20033,,1.0,2013
20035,94.0,1.0,2013
20037,78.0,1.0,2013
20039,5.0,1.0,2013
20041,26.0,1.0,2013
20043,17.0,2.0,2013
20045,141.0,2.0,2013
20047,4.0,1.0,2013
20049,2.0,1.0,2013
20051,61.0,1.0,2013
20053,14.0,1.0,2013
20055,98.0,1.0,2013
20057,119.0,1.0,2013
20059,50.0,1.0,2013
20061,112.0,1.0,2013
20063,5.59,1.0,2013
20065,9.0,1.0,2013
20067,27.0,1.0,2013
20069,19.87,1.0,2013
20071,2.0,1.0,2013
20073,20.0,1.0,2013
20075,6.0,1.0,2013
20077,18.0,1.0,2013
20079,110.0,2.0,2013
20081,5.0,1.0,2013
20083,3.0,1.0,2013
20085,59.0,2.0,2013
20087,29.0,2.0,2013
20089,4.0,1.0,2013
20091,650.0,3.0,2013
20093,4.0,1.0,2013
20095,11.0,2.0,2013
20097,20.0,1.0,2013
20099,47.0,1.0,2013
20101,2.0,1.0,2013
20103,1048.0,3.0,2013
20105,8.0,1.0,2013
20107,17.0,3.0,2013
20109,1.0,1.0,2013
20111,121.0,1.0,2013
20113,27.0,1.0,2013
20115,8.0,1.0,2013
20117,21.0,1.0,2013
20119,14.13,1.0,2013
20121,35.0,3.0,2013
20123,28.0,1.0,2013
20125,147.0,1.0,2013
20127,6.0,1.0,2013
20129,8.0,1.0,2013
20131,12.0,1.0,2013
20133,36.0,1.0,2013
20135,3.0,1.0,2013
20137,3.0,1.0,2013
20139,21.0,2.0,2013
20141,5.0,1.0,2013
20143,13.0,1.0,2013
20145,9.0,1.0,2013
20147,4.0,1.0,2013
20149,21.0,2.0,2013
20151,25.0,1.0,2013
20153,6.0,1.0,2013
20155,113.0,1.0,2013
20157,4.0,1.0,2013
20159,33.0,1.0,2013
20161,76.0,2.0,2013
20163,7.0,1.0,2013
20165,,1.0,2013
20167,19.0,1.0,2013
20169,218.0,1.0,2013
20171,11.13,1.0,2013
20173,1199.0,2.0,2013
20175,74.0,1.0,2013
20177,525.0,2.0,2013
20179,1.0,1.0,2013
20181,20.0,1.0,2013
20183,4.0,1.0,2013
20185,,1.0,2013
20187,3.0,1.0,2013
20189,6.0,1.0,2013
20191,151.0,2.0,2013
20193,18.0,1.0,2013
20195,6.41,1.0,2013
20197,5.0,2.0,2013
20199,3.0,1.0,2013
20201,7.0,1.0,2013
20203,4.87,1.0,2013
20205,37.0,1.0,2013
20207,2.0,1.0,2013
20209,351.0,3.0,2013
21001,53.53,1.0,2013
21003,69.0,2.0,2013
21005,76.88,1.0,2013
21007,44.0,1.0,2013
21009,148.26,1.0,2013
21011,55.33,1.0,2013
21013,73.0,1.0,2013
21015,431.63,3.0,2013
21017,48.11,2.0,2013
21019,248.0,2.0,2013
21021,288.0,1.0,2013
21023,30.82,3.0,2013
21025,108.56,1.0,2013
21027,133.09,1.0,2013
21029,269.0,3.0,2013
21031,40.0,2.0,2013
21033,0.0,1.0,2013
21035,161.0,1.0,2013
21037,588.0,3.0,2013
21039,131.35,1.0,2013
21041,39.52,1.0,2013
21043,197.0,1.0,2013
21045,205.0,1.0,2013
21047,523.15,2.0,2013
21049,127.0,2.0,2013
21051,203.0,1.0,2013
21053,2.0,1.0,2013
21055,116.0,1.0,2013
21057,17.47,1.0,2013
21059,622.0,2.0,2013
21061,,2.0,2013
21063,19.12,1.0,2013
21065,22.0,1.0,2013
21067,1252.0,2.0,2013
21069,52.15,1.0,2013
21071,143.0,1.0,2013
21073,277.0,1.0,2013
21075,175.54,1.0,2013
21077,,3.0,2013
21079,43.44,1.0,2013
21081,298.0,3.0,2013
21083,98.0,1.0,2013
21085,545.0,1.0,2013
21087,71.44,1.0,2013
21089,120.0,2.0,2013
21091,56.91,2.0,2013
21093,506.0,2.0,2013
21095,189.0,1.0,2013
21097,44.87,1.0,2013
21099,142.0,1.0,2013
21101,533.0,2.0,2013
21103,56.13,3.0,2013
21105,124.1,1.0,2013
21107,366.0,1.0,2013
21109,75.0,1.0,2013
21111,1816.0,4.0,2013
21113,165.0,2.0,2013
21115,57.47,1.0,2013
21117,610.0,3.0,2013
21119,75.16,1.0,2013
21121,,1.0,2013
21123,116.0,2.0,2013
21125,361.0,1.0,2013
21127,38.52,1.0,2013
21129,53.85,1.0,2013
21131,,1.0,2013
21133,65.0,1.0,2013
21135,64.0,1.0,2013
21137,61.56,1.0,2013
21139,51.45,1.0,2013
21141,109.0,1.0,2013
21143,0.0,1.0,2013
21145,361.55,1.0,2013
21147,58.0,1.0,2013
21149,,2.0,2013
21151,274.0,1.0,2013
21153,32.09,1.0,2013
21155,181.05,1.0,2013
21157,134.0,1.0,2013
21159,32.97,1.0,2013
21161,62.04,1.0,2013
21163,145.0,2.0,2013
21165,,1.0,2013
21167,,1.0,2013
21169,33.74,1.0,2013
21171,20.0,1.0,2013
21173,129.67,1.0,2013
21175,34.84,1.0,2013
21177,247.0,1.0,2013
21179,108.0,1.0,2013
21181,16.89,1.0,2013
21183,62.0,1.0,2013
21185,120.0,3.0,2013
21187,,1.0,2013
21189,35.64,1.0,2013
21191,51.37,3.0,2013
21193,129.84,1.0,2013
21195,310.0,1.0,2013
21197,125.0,1.0,2013
21199,235.0,1.0,2013
21201,5.14,1.0,2013
21203,84.0,1.0,2013
21205,106.0,1.0,2013
21207,106.0,1.0,2013
21209,93.0,2.0,2013
21211,157.27,3.0,2013
21213,233.0,1.0,2013
21215,63.74,3.0,2013
21217,163.56,1.0,2013
21219,109.0,1.0,2013
21221,96.85,2.0,2013
21223,32.35,3.0,2013
21225,51.0,1.0,2013
21227,484.0,2.0,2013
21229,105.95,1.0,2013
21231,201.0,1.0,2013
21233,270.0,1.0,2013
21235,224.0,1.0,2013
21237,53.95,1.0,2013
21239,92.0,2.0,2013
22001,77.0,2.0,2013
22003,45.0,1.0,2013
22005,485.0,2.0,2013
22007,64.0,1.0,2013
22009,1202.0,1.0,2013
22011,99.0,1.0,2013
22013,47.0,1.0,2013
22015,1171.0,2.0,2013
22017,1348.0,2.0,2013
22019,1220.0,2.0,2013
22021,45.0,1.0,2013
22023,18.0,2.0,2013
22025,765.0,1.0,2013
22027,567.0,1.0,2013
22029,635.0,1.0,2013
22031,118.0,2.0,2013
22033,1650.0,2.0,2013
22035,718.0,1.0,2013
22037,150.0,2.0,2013
22039,99.0,1.0,2013
22041,796.0,1.0,2013
22043,95.0,2.0,2013
22045,520.0,2.0,2013
22047,98.0,2.0,2013
22049,1030.0,1.0,2013
22051,945.0,3.0,2013
22053,77.0,1.0,2013
22055,825.0,2.0,2013
22057,196.0,2.0,2013
22059,16.0,1.0,2013
22061,193.0,1.0,2013
22063,544.0,2.0,2013
22065,967.0,1.0,2013
22067,427.0,1.0,2013
22069,480.0,1.0,2013
22071,2468.0,4.0,2013
22073,2329.0,2.0,2013
22075,,3.0,2013
22077,150.0,2.0,2013
22079,713.0,2.0,2013
22081,49.0,1.0,2013
22083,727.0,1.0,2013
22085,129.0,1.0,2013
22087,283.0,3.0,2013
22089,472.0,3.0,2013
22091,56.0,2.0,2013
22093,74.0,3.0,2013
22095,220.0,3.0,2013
22097,302.0,1.0,2013
22099,261.0,2.0,2013
22101,413.0,1.0,2013
22103,1035.0,3.0,2013
22105,548.0,2.0,2013
22107,,1.0,2013
22109,635.0,2.0,2013
22111,330.0,2.0,2013
22113,142.0,2.0,2013
22115,238.0,1.0,2013
22117,186.0,1.0,2013
22119,424.0,2.0,2013
22121,482.0,2.0,2013
22123,24.0,1.0,2013
22125,33.0,2.0,2013
22127,78.0,1.0,2013
23001,149.0,2.0,2013
23003,73.0,1.0,2013
23005,443.0,2.0,2013
23007,25.0,1.0,2013
23009,30.0,1.0,2013
23011,153.0,1.0,2013
23013,70.0,1.0,2013
23015,84.85,1.0,2013
23017,47.0,1.0,2013
23019,162.0,2.0,2013
23021,33.0,1.0,2013
23023,92.15,2.0,2013
23025,162.0,1.0,2013
23027,26.0,1.0,2013
23029,38.0,1.0,2013
23031,222.4,2.0,2013
24001,153.0,2.0,2013
24003,764.0,3.0,2013
24005,1184.0,3.0,2013
24009,249.0,3.0,2013
24011,116.0,1.0,2013
24013,243.0,3.0,2013
24015,252.0,3.0,2013
24017,374.0,3.0,2013
24019,144.0,1.0,2013
24021,350.0,3.0,2013
24023,60.0,1.0,2013
24025,422.0,3.0,2013
24027,352.0,3.0,2013
24029,69.0,1.0,2013
24031,826.0,3.0,2013
24033,1273.0,3.0,2013
24035,116.0,3.0,2013
24037,238.0,2.0,2013
24039,87.0,2.0,2013
24041,80.0,1.0,2013
24043,365.0,2.0,2013
24045,400.0,2.0,2013
24047,335.0,2.0,2013
24510,3477.0,4.0,2013
25001,381.98,2.0,2013
25003,262.0,2.0,2013
25005,1404.0,3.0,2013
25007,34.0,1.0,2013
25009,1760.0,3.0,2013
25011,242.0,1.0,2013
25013,1385.0,2.0,2013
25015,257.0,2.0,2013
25017,885.0,3.0,2013
25019,21.58,1.0,2013
25021,614.0,3.0,2013
25023,1236.0,3.0,2013
25025,1807.0,4.0,2013
25027,1198.0,2.0,2013
26001,19.0,1.0,2013
26003,19.0,1.0,2013
26005,174.0,1.0,2013
26007,47.0,1.0,2013
26009,43.0,1.0,2013
26011,47.0,1.0,2013
26013,,1.0,2013
26015,104.0,3.0,2013
26017,229.0,2.0,2013
26019,39.0,1.0,2013
26021,355.0,2.0,2013
26023,134.0,1.0,2013
26025,521.0,2.0,2013
26027,122.0,2.0,2013
26029,17.0,1.0,2013
26031,77.0,1.0,2013
26033,126.0,1.0,2013
26035,178.0,1.0,2013
26037,210.0,2.0,2013
26039,38.0,1.0,2013
26041,75.0,1.0,2013
26043,76.0,1.0,2013
26045,240.0,2.0,2013
26047,83.0,1.0,2013
26049,556.0,2.0,2013
26051,79.0,1.0,2013
26053,28.0,1.0,2013
26055,164.0,1.0,2013
26057,56.0,1.0,2013
26059,53.0,1.0,2013
26061,46.0,1.0,2013
26063,62.0,1.0,2013
26065,606.0,2.0,2013
26067,149.0,1.0,2013
26069,67.0,1.0,2013
26071,45.0,1.0,2013
26073,205.0,1.0,2013
26075,403.0,2.0,2013
26077,405.0,2.0,2013
26079,52.0,1.0,2013
26081,1119.0,4.0,2013
26083,2.0,1.0,2013
26085,35.0,1.0,2013
26087,110.0,3.0,2013
26089,24.0,1.0,2013
26091,262.0,1.0,2013
26093,251.0,3.0,2013
26095,,1.0,2013
26097,18.0,1.0,2013
26099,1225.0,3.0,2013
26101,50.0,1.0,2013
26103,101.0,1.0,2013
26105,71.0,1.0,2013
26107,81.0,1.0,2013
26109,35.0,1.0,2013
26111,265.0,2.0,2013
26113,32.0,1.0,2013
26115,331.0,2.0,2013
26117,173.0,3.0,2013
26119,11.0,1.0,2013
26121,403.0,2.0,2013
26123,250.0,1.0,2013
26125,1531.0,3.0,2013
26127,49.0,1.0,2013
26129,81.08,1.0,2013
26131,3.0,1.0,2013
26133,69.0,1.0,2013
26135,30.92,1.0,2013
26137,37.0,1.0,2013
26139,338.0,3.0,2013
26141,28.0,1.0,2013
26143,66.0,1.0,2013
26145,524.0,2.0,2013
26147,498.0,3.0,2013
26149,155.0,1.0,2013
26151,120.0,1.0,2013
26153,15.0,1.0,2013
26155,137.0,1.0,2013
26157,75.0,1.0,2013
26159,150.0,2.0,2013
26161,377.0,2.0,2013
26163,2260.0,4.0,2013
26165,41.0,1.0,2013
27001,55.0,1.0,2013
27003,311.0,3.0,2013
27005,68.0,1.0,2013
27007,98.0,1.0,2013
27009,67.0,2.0,2013
27011,0.0,1.0,2013
27013,97.0,2.0,2013
27015,25.0,1.0,2013
27017,39.0,2.0,2013
27019,69.0,3.0,2013
27021,20.0,1.0,2013
27023,12.0,1.0,2013
27025,43.0,3.0,2013
27027,68.0,2.0,2013
27029,28.0,1.0,2013
27031,4.0,1.0,2013
27033,12.0,1.0,2013
27035,165.0,1.0,2013
27037,209.0,3.0,2013
27039,35.8,2.0,2013
27041,59.52,1.0,2013
27043,30.0,1.0,2013
27045,13.0,2.0,2013
27047,97.0,1.0,2013
27049,60.0,1.0,2013
27051,,1.0,2013
27053,1124.0,4.0,2013
27055,22.0,2.0,2013
27057,45.0,1.0,2013
27059,55.0,3.0,2013
27061,82.0,1.0,2013
27063,8.0,1.0,2013
27065,49.0,1.0,2013
27067,82.0,1.0,2013
27069,2.0,1.0,2013
27071,12.0,1.0,2013
27073,4.0,1.0,2013
27075,15.0,1.0,2013
27077,6.0,1.0,2013
27079,15.0,3.0,2013
27081,4.0,1.0,2013
27083,33.86,1.0,2013
27085,30.0,1.0,2013
27087,,1.0,2013
27089,3.0,1.0,2013
27091,19.0,1.0,2013
27093,22.0,1.0,2013
27095,88.0,3.0,2013
27097,42.0,1.0,2013
27099,60.0,1.0,2013
27101,10.14,1.0,2013
27103,20.0,2.0,2013
27105,27.57,1.0,2013
27107,21.26,1.0,2013
27109,146.0,2.0,2013
27111,70.0,1.0,2013
27113,39.0,1.0,2013
27115,75.0,1.0,2013
27117,8.0,1.0,2013
27119,107.56,2.0,2013
27121,17.48,1.0,2013
27123,787.0,4.0,2013
27125,13.18,1.0,2013
27127,14.0,1.0,2013
27129,56.0,1.0,2013
27131,38.0,1.0,2013
27133,11.43,1.0,2013
27135,24.0,1.0,2013
27137,267.0,2.0,2013
27139,122.0,3.0,2013
27141,509.0,3.0,2013
27143,12.0,3.0,2013
27145,175.0,2.0,2013
27147,63.2,1.0,2013
27149,0.0,1.0,2013
27151,5.0,1.0,2013
27153,21.0,1.0,2013
27155,0.0,1.0,2013
27157,30.0,2.0,2013
27159,22.0,1.0,2013
27161,14.0,1.0,2013
27163,172.0,3.0,2013
27165,14.0,1.0,2013
27167,11.0,1.0,2013
27169,63.0,1.0,2013
27171,144.0,3.0,2013
27173,23.0,1.0,2013
28001,87.0,1.0,2013
28003,125.0,1.0,2013
28005,40.0,1.0,2013
28007,22.0,1.0,2013
28009,22.0,3.0,2013
28011,478.0,1.0,2013
28013,36.0,1.0,2013
28015,166.23,1.0,2013
28017,399.0,1.0,2013
28019,104.04,1.0,2013
28021,10.0,1.0,2013
28023,40.0,1.0,2013
28025,125.0,1.0,2013
28027,102.0,1.0,2013
28029,49.0,2.0,2013
28031,25.0,1.0,2013
28033,333.0,3.0,2013
28035,308.0,2.0,2013
28037,,1.0,2013
28039,321.2,1.0,2013
28041,16.0,1.0,2013
28043,155.0,1.0,2013
28045,175.0,2.0,2013
28047,850.0,2.0,2013
28049,821.0,2.0,2013
28051,233.91,1.0,2013
28053,109.09,1.0,2013
28055,83.88,1.0,2013
28057,27.0,1.0,2013
28059,404.0,2.0,2013
28061,23.0,1.0,2013
28063,320.0,1.0,2013
28065,29.0,1.0,2013
28067,198.6,1.0,2013
28069,421.0,1.0,2013
28071,168.0,1.0,2013
28073,135.0,2.0,2013
28075,333.0,1.0,2013
28077,25.0,1.0,2013
28079,385.0,1.0,2013
28081,264.0,1.0,2013
28083,110.0,1.0,2013
28085,79.0,1.0,2013
28087,249.0,1.0,2013
28089,343.0,2.0,2013
28091,553.0,1.0,2013
28093,85.0,3.0,2013
28095,111.0,1.0,2013
28097,167.77,1.0,2013
28099,55.0,1.0,2013
28101,35.0,1.0,2013
28103,24.0,1.0,2013
28105,81.0,1.0,2013
28107,125.0,1.0,2013
28109,339.0,1.0,2013
28111,28.0,2.0,2013
28113,188.0,1.0,2013
28115,67.0,1.0,2013
28117,71.0,1.0,2013
28119,18.0,1.0,2013
28121,360.0,2.0,2013
28123,107.0,1.0,2013
28125,242.12,1.0,2013
28127,151.0,2.0,2013
28129,38.0,1.0,2013
28131,435.0,1.0,2013
28133,39.0,1.0,2013
28135,50.0,1.0,2013
28137,87.0,3.0,2013
28139,38.0,1.0,2013
28141,86.0,1.0,2013
28143,68.0,3.0,2013
28145,76.0,1.0,2013
28147,15.0,1.0,2013
28149,117.0,1.0,2013
28151,381.6,1.0,2013
28153,76.0,1.0,2013
28155,10.0,1.0,2013
28157,18.0,1.0,2013
28159,231.96,1.0,2013
28161,23.0,1.0,2013
28163,300.0,2.0,2013
29001,44.0,1.0,2013
29003,27.0,2.0,2013
29005,3.0,1.0,2013
29007,86.0,1.0,2013
29009,48.0,1.0,2013
29011,15.0,1.0,2013
29013,100.0,3.0,2013
29015,27.0,1.0,2013
29017,22.0,2.0,2013
29019,196.0,2.0,2013
29021,219.0,2.0,2013
29023,73.0,1.0,2013
29025,108.0,3.0,2013
29027,85.0,2.0,2013
29029,109.0,1.0,2013
29031,229.0,2.0,2013
29033,12.0,1.0,2013
29035,,1.0,2013
29037,121.0,3.0,2013
29039,14.0,1.0,2013
29041,19.0,1.0,2013
29043,115.0,2.0,2013
29045,14.0,1.0,2013
29047,331.0,3.0,2013
29049,19.0,3.0,2013
29051,136.0,2.0,2013
29053,33.0,1.0,2013
29055,54.72,1.0,2013
29057,10.0,1.0,2013
29059,20.0,2.0,2013
29061,59.14,1.0,2013
29063,107.86,2.0,2013
29065,31.0,1.0,2013
29067,24.0,1.0,2013
29069,155.0,1.0,2013
29071,125.0,3.0,2013
29073,32.28,1.0,2013
29075,39.96,1.0,2013
29077,566.0,2.0,2013
29079,25.0,1.0,2013
29081,50.04,1.0,2013
29083,81.0,1.0,2013
29085,5.0,1.0,2013
29087,11.0,1.0,2013
29089,11.0,1.0,2013
29091,58.0,1.0,2013
29093,17.0,1.0,2013
29095,1035.0,4.0,2013
29097,252.0,2.0,2013
29099,284.0,3.0,2013
29101,179.0,1.0,2013
29103,,1.0,2013
29105,127.0,1.0,2013
29107,108.0,3.0,2013
29109,43.0,1.0,2013
29111,11.0,1.0,2013
29113,121.0,3.0,2013
29115,,1.0,2013
29117,35.0,1.0,2013
29119,34.0,2.0,2013
29121,28.0,1.0,2013
29123,26.0,1.0,2013
29125,4.0,1.0,2013
29127,92.0,1.0,2013
29129,6.0,1.0,2013
29131,94.0,1.0,2013
29133,61.0,1.0,2013
29135,31.0,2.0,2013
29137,11.0,1.0,2013
29139,43.0,1.0,2013
29141,90.0,1.0,2013
29143,34.0,1.0,2013
29145,85.0,2.0,2013
29147,22.0,1.0,2013
29149,6.0,1.0,2013
29151,12.0,2.0,2013
29153,19.0,1.0,2013
29155,83.0,1.0,2013
29157,26.0,1.0,2013
29159,143.0,1.0,2013
29161,143.0,1.0,2013
29163,47.0,1.0,2013
29165,131.0,3.0,2013
29167,37.0,2.0,2013
29169,52.0,1.0,2013
29171,4.0,1.0,2013
29173,,1.0,2013
29175,87.0,1.0,2013
29177,60.0,3.0,2013
29179,9.0,1.0,2013
29181,22.0,1.0,2013
29183,382.0,3.0,2013
29185,145.0,1.0,2013
29186,90.0,1.0,2013
29187,219.0,1.0,2013
29189,1424.0,3.0,2013
29195,84.0,1.0,2013
29197,3.0,1.0,2013
29199,4.0,1.0,2013
29201,93.0,1.0,2013
29203,8.0,1.0,2013
29205,9.0,1.0,2013
29207,50.0,1.0,2013
29209,41.0,1.0,2013
29211,1.0,1.0,2013
29213,177.0,1.0,2013
29215,51.0,1.0,2013
29217,103.0,1.0,2013
29219,112.0,3.0,2013
29221,48.0,1.0,2013
29223,60.0,1.0,2013
29225,31.0,2.0,2013
29227,,1.0,2013
29229,28.0,1.0,2013
29510,1730.0,4.0,2013
30001,8.0,1.0,2013
30003,37.0,1.0,2013
30005,1.0,1.0,2013
30007,24.3,1.0,2013
30009,26.0,2.0,2013
30011,1.65,1.0,2013
30013,362.0,2.0,2013
30015,16.71,1.0,2013
30017,12.0,1.0,2013
30019,,1.0,2013
30021,154.83,1.0,2013
30023,24.0,1.0,2013
30025,4.35,1.0,2013
30027,13.07,1.0,2013
30029,99.0,1.0,2013
30031,133.59,1.0,2013
30033,1.29,1.0,2013
30035,14.71,1.0,2013
30037,,2.0,2013
30039,1.0,1.0,2013
30041,50.0,1.0,2013
30043,17.0,1.0,2013
30045,2.35,1.0,2013
30047,47.0,1.0,2013
30049,71.0,1.0,2013
30051,6.84,1.0,2013
30053,21.0,1.0,2013
30055,,1.0,2013
30057,9.41,1.0,2013
30059,7.7,1.0,2013
30061,10.0,1.0,2013
30063,367.0,2.0,2013
30065,6.0,1.0,2013
30067,15.0,1.0,2013
30069,0.58,1.0,2013
30071,2.0,1.0,2013
30073,6.0,1.0,2013
30075,1.0,1.0,2013
30077,8.0,1.0,2013
30079,,1.0,2013
30081,48.0,1.0,2013
30083,13.0,1.0,2013
30085,14.0,1.0,2013
30087,28.0,1.0,2013
30089,1.0,1.0,2013
30091,1.0,1.0,2013
30093,76.0,1.0,2013
30095,23.41,1.0,2013
30097,,1.0,2013
30099,,1.0,2013
30101,627.0,1.0,2013
30103,,1.0,2013
30105,20.0,1.0,2013
30107,4.0,1.0,2013
30109,17.17,1.0,2013
30111,398.6,2.0,2013
31001,32.0,1.0,2013
31003,6.0,1.0,2013
31005,,1.0,2013
31007,2.97,1.0,2013
31009,,1.0,2013
31011,1.0,1.0,2013
31013,12.0,1.0,2013
31015,,1.0,2013
31017,0.79,1.0,2013
31019,106.0,1.0,2013
31021,5.76,1.0,2013
31023,23.0,1.0,2013
31025,78.0,2.0,2013
31027,4.0,1.0,2013
31029,3.0,1.0,2013
31031,7.0,1.0,2013
31033,19.0,1.0,2013
31035,5.0,1.0,2013
31037,19.35,1.0,2013
31039,,1.0,2013
31041,10.0,1.0,2013
31043,108.0,2.0,2013
31045,9.0,1.0,2013
31047,82.48,1.0,2013
31049,,1.0,2013
31051,6.0,2.0,2013
31053,40.0,1.0,2013
31055,1203.0,2.0,2013
31057,2.0,1.0,2013
31059,4.0,1.0,2013
31061,2.0,1.0,2013
31063,3.0,1.0,2013
